"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68"
"1" 0.661731879076006 -0.0135085553010409 -0.0117173211177902 -0.0179437363061838 0.00474153132140834 -0.0121318798959779 -0.00963660634596088 0.0104713014730809 -0.0145366434918237 -0.00163425583826627 0.0223523002677146 -0.0159433412817399 0.00428542877409073 -0.0160026426349526 -0.00921053275424506 -0.00364618754073789 0.0007243397421045 -0.00154174140373506 -0.00335664940611924 0.0100266101349184 0.0310167053342435 -0.014095192298525 -0.0145205837981081 -0.0123423776863768 -0.0192641639058558 -0.00478427577520098 -0.00728239459946968 -0.0239000342130961 -0.0162885466225682 -0.0114084888107248 -0.0217712709353226 -0.0320606237866978 0.0104435363812097 -0.00539419312094502 -0.0191774971927854 -0.00349745076944969 -0.0263749435699851 -0.0155201939087575 -0.0217232409437051 -0.0206030074786202 -0.00283912346309803 -0.00564709434039928 -0.0117755098909741 -0.0181033860878054 -0.0127838123584207 0.0217734876986234 -0.0119151248255942 -0.00862591674635683 -0.0118304920968776 -0.00901171320728404 -0.0112922495443776 -0.0186695972725959 -0.00306407350443135 -0.0109005601668178 -0.0122967064444528 -0.0189392356413356 -0.0137944245526609 -0.0276386218548282 0.00466223557980641 -0.0206348719886724 -0.0219522167121448 -0.0127424368039085 -0.0175577932713869 -0.00838272231368229 -0.00159890145387663 -0.0122771986061632 -0.011046860451019 -0.0198455420266026
"2" -0.0135085553010409 0.556941889939043 0.0546826546861238 -0.00793786816923005 -0.0181671499294617 -0.00341290611687418 0.0150913777244615 -0.00650761199094317 -0.0176685003565525 -0.00134812306094728 -0.0200094596094055 -0.0257142048127968 -0.0327788014772025 -0.0040996540007865 -0.0140266694446538 -0.012252716940128 -0.0190715740328826 -0.020308715577326 -0.0129876813909471 0.000765820666328585 -0.0144828044552508 -0.000595709925219716 -0.00798505541229809 -0.0120376218219609 -0.0160252298738975 0.0144195273816232 -0.0244042780465179 -0.0221178594915912 0.000650774618843661 -0.03162854660054 -0.0171286536267166 0.0137529412178413 0.00804155813820495 -0.0031481694799023 -0.00230826621641094 -0.0170750585508918 -0.00287379876092642 -0.00599821900155496 0.00524954115616808 -0.00972731747296514 -0.00485521301082151 -0.0117025421482868 -0.00804837496264449 -0.0205854593908031 -0.0144301324979604 -0.0084149494328609 -0.0272035122742396 -0.0250684854835886 -0.0236180283354122 -0.0109947570679563 -0.0223441145144248 -0.0170294401059521 -0.0148094951012882 0.0595269145765909 -0.00954551412919708 -0.0126595863992703 -0.0101017398761637 -0.0217595217105672 -0.000890934001795999 -0.0116850460229911 -0.0242553247698539 -0.0241414328515167 -0.00623059181992629 -0.00818201545229178 -0.00681863646612654 -0.0210168252955129 -0.0079023302449336 0.0458447225190244
"3" -0.0117173211177902 0.0546826546861238 0.517540047194647 -0.0368995110488447 -0.0146256061121031 -0.0138471686904964 0.0275004045490381 -0.00648882840429505 -0.0242953666141518 0.00614657397013208 -0.0123635195931826 0.00137555512075491 -0.029901919192044 -0.0218862098524428 -0.0130861777926483 -0.0244738129305179 -0.0135741749600823 -0.0118133735907762 -0.0121175845480896 -0.0144145040381264 -0.00128898023383754 -0.0142445530714002 -0.0301026708434675 -0.0234428526922192 -0.037441468286422 0.105611628247855 -0.0233674281519776 -0.0356840950744283 -0.0346455944649433 -0.0259554629498953 -0.0300193854457648 -0.0324901145488599 -0.0213808684002351 -0.0127029990162345 -0.0146834340573978 -0.0126097525425573 -0.0295468007777198 -0.0183457639283804 0.00527887438412121 -0.0408491995411473 -0.0091163062612381 -0.0250736791485028 -0.0256239367742201 -0.0247959646303748 -0.0285958353528938 -0.0125427944009566 -0.0199392748301105 -0.0310184534573407 -0.0154010077414544 -0.0304312080525844 -0.0282579247319899 -0.0324689481979957 -0.00729290396517624 0.379530852009538 -0.0315088755552807 -0.0259045777184551 -0.0207147025523819 0.0753530035165294 0.00659796693664946 -0.0228242470279548 -0.0265147286095747 -0.0219044833487939 -0.0156712066946934 -0.0219152665831067 -0.0193908045463162 -0.031680552755092 -0.0181336076490311 0.0694716271331554
"4" -0.0179437363061838 -0.00793786816923005 -0.0368995110488447 0.470068706019252 0.104188248441386 -0.0359490353194446 -0.00324823943754341 -0.0133161398041805 0.00555701646022644 -0.021818118545142 0.0143145111707531 -0.0158631484109158 -0.0201162939361049 -0.0116420672043612 0.00384304910379603 0.154765076099683 -0.0308203960265584 -0.0300612091202061 0.000378030071694467 -0.00337362240201245 -0.0289956439399322 -0.0145238233857471 -0.0129106418609554 -0.0171830212870698 0.24413734383117 -0.017967719645187 -0.0331518870147518 -0.0185311825015838 -0.0157160316122311 -0.0296893985696303 -0.00962012294910746 -0.0125505044336895 -0.00414868978883305 -0.0137496143924119 -0.0180773455740778 -0.0290663139514323 -0.00336698986077544 -0.021504297492526 -0.0272572843948375 0.00158874513130339 -0.0107801926252783 0.00261196939397238 -0.00245799916704817 0.0717069064898379 -0.0200409350525774 -0.0286907720745366 -0.0204993493838557 -0.028376403187029 -0.0141564207276145 -0.0282101016539136 -0.020539604854649 0.0094513287309225 -0.0156322150893412 -0.0379206869366356 -0.0160780867750037 -0.00880987745001656 -0.0349560184489184 -0.0153491176432074 -0.0072812704039556 0.00440318738669643 -0.0414145309535933 -0.0174390462308278 -0.0143859382009998 -0.0210156865016575 -0.0305997453067769 -0.0254089999322602 -0.0293495987919479 -0.023489273041961
"5" 0.00474153132140834 -0.0181671499294617 -0.0146256061121031 0.104188248441386 0.504116075360402 -0.00713508604538265 -0.0164468841503893 9.29428295138246e-05 0.00658797652495278 -0.0159175293949391 -0.00152078663500122 -0.00907975503257045 -0.0142548386029328 -0.00273264729390776 -0.0120557188048502 0.0931576768223917 0.0172682234332738 0.0192904350028796 0.0107971783040877 -0.0183429714302078 -0.0074975968737867 -0.0166924145003319 -0.0176238284551883 -0.0232976892324798 0.119437101134842 -0.0118095541495179 -0.0245120549645277 -0.00253400861614342 -0.021350657857629 -0.0311373096727572 -0.0166413207730901 -0.0295192405045128 -0.0202155197417612 -0.013005402219215 -0.0171413810780568 -0.0299808770029562 -0.0183631083672539 -0.0190895708516742 -0.0264111612907152 -0.0183400504672073 -0.00752494306481977 -0.0129876188925781 -0.00550304290092966 0.0435930338850652 -0.0124753412833446 -0.0234812689729804 -0.00704812330307382 -0.0175136445310687 -0.00538718043999864 -0.0262211036709614 -0.0167142589063358 -0.00320340276501221 0.00164094178587976 -0.0145435828128558 -0.0239125708284996 -0.0238744089829975 -0.00836552474780059 -0.0116761492772464 -0.0127482685385406 0.00292632128045101 -0.0116702288146267 -0.0258146182165149 -0.0147053937277746 -0.024430736425668 -0.0250128074786635 -0.0213814443182918 -0.0294036978936237 -0.0280480568321916
"6" -0.0121318798959779 -0.00341290611687418 -0.0138471686904964 -0.0359490353194446 -0.00713508604538265 0.560654608812148 0.0225999569215979 0.0080557066782363 -0.0144381258570046 -0.0222042500257046 -0.010951098246872 -0.0245669890473116 -0.0116507454529313 0.0856660364413129 0.0333194494637014 0.00105504584275882 -0.0244807387492977 -0.0237013179532663 0.0290658534772061 -0.00212572322530676 0.00584949479033034 -0.0350403303681546 0.00165084174058128 -0.0348540056986824 -0.0203902733017824 0.00201078125169657 -0.0357136686759575 -0.0157430807653606 -0.0180864177316175 -0.0399475609200625 -0.0186397263790627 -0.0292705044659969 -0.0182551861078135 0.00445198492076472 -0.0190509573611375 -0.0188083984887657 0.0706977655826214 -0.00606105429574185 0.00441002302478413 -0.00528289849313329 -0.0106727180047822 0.00962463078060825 -0.00291213967528816 -0.00098975359074724 -0.019342184954888 -0.0304984123867159 -0.0336930682198795 -0.03594673020627 -0.0108882309802779 -0.0151633039849542 -0.0166595723836339 -0.0284547063286438 0.0122851507959937 -0.0141261764900024 -0.000985416579453529 -0.0405512191635861 0.0209175667790364 0.0279544087199574 -0.0227165556876094 -0.00611037905507941 -0.0228857281484671 -0.020038681552657 -0.00587039193214797 -0.00807047676081039 -0.013289184519518 -0.0330202411990764 0.00517194769082542 0.0117178996430308
"7" -0.00963660634596088 0.0150913777244615 0.0275004045490381 -0.00324823943754341 -0.0164468841503893 0.0225999569215979 0.524137527645694 -0.0082932099210641 -0.0162298840178139 -0.0112466380941269 -0.0166550569722078 -0.00522851499836731 0.000675593003599198 -0.0164305453205283 0.0372619574385233 -0.00145141764865922 -0.0268380011405007 -0.0265067633584186 0.00159097705702196 0.0184763793804219 -0.0122003608059324 -0.00834493209684357 -0.0213012681261318 -0.0247280960809171 -0.00304463282456249 -0.00622729731635611 -0.0350367453834499 -0.0201363395316585 -0.00897101319185397 -0.0324112504876682 -0.0268314428016925 -0.0212922679413755 -0.000417239208004543 -0.00771074667238993 -0.0158108290052161 -0.0116079888501472 -0.00226741264679847 -0.00231584325637854 0.0440628174116846 -0.0199763323020369 -0.0153611471495501 0.0566658976907724 0.00498350087578203 -0.00324154129597288 -0.0188758409806157 -0.0110901708808026 -0.0305458593286637 -0.0345065444917482 -0.0153959871358282 -0.0163859661409229 -0.00680649368152373 -0.0199050055320828 -0.0106900642554157 0.03313501274074 -0.00667017381570411 -0.0392380158619483 -0.0166543147485517 -0.00915337513002496 -0.0155763435828716 -0.0235604163574803 -0.030885733131754 -0.0294003518750309 -0.0211763248365547 -0.0159251236644948 -0.00156351172649159 -0.0285187273485774 -0.00628975974780624 0.0327891893256321
"8" 0.0104713014730809 -0.00650761199094317 -0.00648882840429505 -0.0133161398041805 9.29428295138246e-05 0.0080557066782363 -0.0082932099210641 0.566632157636588 -0.0135445053440948 -0.0163994729597384 0.00996722077866296 -0.028979610396455 -0.0309582286603566 0.024444284118235 0.0170829897373448 0.013061313921236 -0.00333640496932441 -0.000291077885601508 0.0521098474764916 0.0218632945281025 0.0112005502767681 -0.0301801074130853 -0.00227802764139117 -0.0299555894794321 -0.0196461024097235 -0.00556385348147695 -0.017596822161195 -0.00117421402728129 -0.0172714063438798 -0.0148406703240408 -0.0101320778694331 -0.0344485992228085 -0.00155671104501742 0.0310855578747142 -0.0191899587183896 -0.029649259163065 -0.00846951029598821 0.0140147233336061 -0.00537576046262274 -0.00145320102811434 -0.0113227936297816 -0.0132693982049727 0.0103287835122704 -0.0118382673592475 -0.0136855414842945 -0.0195590992132579 -0.0368578425370353 -0.00372683620734784 -0.0301757787291981 -0.00658783362746814 -0.0113286589932356 -0.0147911574834506 -0.00830019635507832 -0.00662856468034236 -0.00769484473349527 -0.0411117049824094 -0.0217619467785577 -0.0309559388366376 -0.0103967183643425 -0.0220458060890689 -0.0271447561032112 -0.0160819123815065 -0.0140090662543754 -0.0202358202571479 -0.0060383420385025 -0.0138063715159231 0.00992789123674553 -0.00224723899531407
"9" -0.0145366434918237 -0.0176685003565525 -0.0242953666141518 0.00555701646022644 0.00658797652495278 -0.0144381258570046 -0.0162298840178139 -0.0135445053440948 0.322294078213043 -0.0127682192554857 -0.0173985288251104 0.00668019104893756 -0.0166995774309256 -0.00889139241773985 -0.00865751288834178 0.00238727074587053 -0.0130023649017217 -0.0144898287794648 -0.0155049561063203 -0.0182841328985595 -0.0140892676871582 -0.0173895007244645 -0.00328793476699672 -0.0182395447939109 0.0148195483080586 -0.0140179352490807 -0.0211593241246575 -0.00566107698896307 -0.0027685537165002 -0.0228167789842931 -0.00731667646860911 -0.0184119266715313 -0.00707087685053235 -0.0205803300374985 0.000822054911649494 -0.0238561195113975 -0.0149040048368302 -0.0054965169826997 -0.0145662597865863 -0.0217125223137149 -0.0233709491400381 -0.0252507141602134 -0.00429268181523957 0.0862292105219399 -0.00495818378109961 -0.0187064145814934 0.0607518853069872 0.0284823660082235 0.113479902919317 -0.00921971589722445 -0.0074591396500161 0.0595011571060396 -0.0191906483875416 -0.0268550981525926 -0.00912266561701502 -0.0206909262368204 -0.00462270104154336 -0.0213931230535838 -0.0180628606361426 0.112006469767293 -0.0190811824763599 -0.0104857586118019 -0.0141024058901476 -0.016427937016368 -0.0134090804445064 -0.0207405435421998 -0.00544118880321996 -0.0181138465889931
"10" -0.00163425583826627 -0.00134812306094728 0.00614657397013208 -0.021818118545142 -0.0159175293949391 -0.0222042500257046 -0.0112466380941269 -0.0163994729597384 -0.0127682192554857 0.547424616972138 0.00800239850344804 -0.0209106509963334 0.108989054511654 -0.0133817261704749 -0.0306982865985518 -0.00885474425701819 -0.0196165294388049 -0.0199132426637309 -0.0113327907354659 -0.00902538161495083 -0.00324493585162329 -0.0312390819836769 -0.021551222326727 -0.0247987635518384 -0.0205469562484498 0.00340566950895956 -0.0322376108153996 -0.0287080236531471 -0.00779982042955471 -0.0321364308884182 -0.0143446809104838 -0.0335286538126231 -0.0164803550645943 -0.0151584355519875 -0.0233100277783377 -0.0112600839786703 -0.0407623514278868 -0.0142893370780424 -0.0191321075370403 -0.0114996720682083 -0.00539655193330904 -0.0252424226472603 -0.0346627534574051 -0.0175222198310011 -0.0274220601794435 0.0786412807497065 -0.0111108130732021 -0.0159934400738446 -0.0183632133271985 -0.0389573500151667 -0.0386176016345409 -0.0281142355443061 -0.0103772249211268 0.0084799482495448 -0.00521758164860919 -0.0121276513738444 -0.00121757129452927 -0.0199627534542606 0.18242063991466 -0.0190998014317542 -0.0304370227119936 -0.0357551626351906 -0.0140319057730839 0.0435489272233928 -0.000876802808273041 0.0734218761736826 0.00401696383278327 -0.0044242772327293
