"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109"
"1" 0.685456136441625 -0.0048263069191438 -0.00974024419064044 -0.0172383818045532 -0.0262092094755809 -0.00483973135417835 -0.0171518706372059 0.0342214893034016 -0.0104592416477771 -0.0104601252078622 0.025897038316801 0.00150131130861692 -0.00473504871736679 -0.00626150637854049 -0.00213578690698369 -0.00360010382755109 0.0169556648356185 -0.030678299010447 -0.0166313159997649 -0.00554991292274914 -0.0287426780349002 -0.0115573390325062 -0.0172242845235409 -0.0180584481359202 -0.00735118927718761 -0.0215579797548588 -0.0274393647132607 -0.0225991762687148 -0.0218799080883974 -0.0177609236808673 -0.02482445944185 -0.0224386596093342 -0.0225681123823359 -0.00293905316933973 -0.0328294334255798 -0.0277410587260844 -0.0150762216326291 -0.0133336816885316 0.227326130140958 0.00577064066539694 -0.0115574527058295 -0.00396837398083286 0.012052589543605 -0.0015579112292706 -0.0181284393410526 -0.0234320021820589 0.034962583973198 -0.00073536117901973 -0.000784884596590149 0.0047136198407717 -0.0374169334642717 0.00104973647685714 -0.0157177700526609 -0.0214058107909716 0.00411038595534093 -0.0263712924814692 0.022006155287951 -0.0207338188863889 -0.0058488126077173 -0.00203228875747764 -0.0102600696980418 -0.0122882486876445 -0.00738701509687685 0.0380347322677181 0.0152795016488684 -0.0110798425663113 -0.0067428768056898 -0.00772318635581918 0.0212538275450145 0.0152184051328552 0.0132671910481358 -0.0345217260179414 -0.0202305323866663 -0.0280671866286121 -0.032114845273914 -0.0158115649152501 0.0290565840305187 0.00226755328029513 -0.0206017565877675 -0.0110653295014207 0.0242519061135479 -0.0387119549566419 -0.0304426171356188 0.0153055106861287 -0.0375355890661684 -0.0323036866722207 -0.0269533404494736 -0.0400559798151777 -0.03581664388234 -0.0241694721808788 -0.026217701601544 0.00288402498398963 -0.014846275540437 6.30887140893306e-05 0.00994350761652839 -0.00358590458807934 0.00781723408021243 -0.00869691214922285 0.0124134672323297 -0.00239165697717271 -0.0212150583396265 0.0192962010506941 -0.00622088022106495 -0.0068627746905625 -0.0231750031515723 -0.0123558106284038 -0.0198385548600761 -0.013774734204155 0.024093638880165
"2" -0.0048263069191438 0.629510483247288 -0.0169811615106303 0.0170281565563505 -0.0158946959633734 -0.00240974323827597 0.0305583966497325 0.0291432967449489 -0.0142655819851342 -0.00835170017503253 0.00183982169174992 -0.00513115258050683 0.00718174673546993 0.00816819320047424 0.0408351483324462 0.00656851658188675 -0.000887188880931967 -0.0234644977997371 -0.00737201940960411 -0.0156166807089124 -0.0232529986451393 -0.0238589463273167 -0.0246155912141421 -0.0282907957709952 -0.0217097158216871 0.00122602476754741 -0.00846978108239259 -0.0174994948016428 -0.0102411274891794 -0.0238642651517305 -0.0253289045417268 -0.0140928835055686 -0.0133772860776297 -0.0052901948369866 -0.0279478743852083 -0.0164591444690876 -0.0206676074179501 -0.022477969927445 0.0196211591482869 0.00271816973116845 0.00308096660573851 -0.00303089804310018 0.0180677658219823 0.00190497029260019 -0.0132343563462962 -0.0207927195901494 -0.0129852015894285 0.0309114458456429 -0.0095658964697981 0.0102799148104029 -0.0181593651456267 0.00437300291429754 -0.0184790858364811 -0.016287684909395 -0.0117785112395538 -0.0248685813512554 0.0207339036897206 -0.00249878158786799 -0.0116457043562952 -0.00186282980179749 -0.0170062330043377 -0.00830654122947812 -0.00203459282332535 0.00830955318521239 -0.00223289697777539 0.00878428513127162 0.0243548240650007 -0.0142312348884439 0.00484739547675689 -0.019473834117827 -0.0122906428929191 -0.0178739622914241 -0.0179178258547176 -0.0179945666367208 -0.0121750059630462 0.00142131623534637 -0.0091112271765394 -0.0155525406367208 -0.0148967747366484 -0.00652813626814735 0.0016091356618537 -0.0272745678387949 -0.0184745929667188 -0.0145695166293378 -0.0191498886036747 -0.0182866415925047 -0.0148034429568776 -0.0278849313517134 -0.012232774757749 -0.0133058320744315 -0.00122414340229578 -0.0147189621121277 0.030420693983138 0.042603128556241 0.00743381636865831 0.0144060547772857 -0.00267926319813769 -0.00992509767553293 -0.000827503714051554 0.0102611008439056 -0.0131772703817332 0.0256948898872594 0.00507089504593157 -0.0201162179519449 -0.00372301119393084 -0.0213329984503946 -0.00211220005581364 -0.0152532703175284 0.0098679204542635
"3" -0.00974024419064044 -0.0169811615106303 0.634075959985679 -0.00365482989284809 -0.00475802042657957 -0.0113820607472399 0.0548240505591215 -0.0031289372491397 0.18126865965472 0.0348291180904164 -0.0156485506628934 0.0257437254430255 -0.000214782915973723 -0.00961275757879382 -0.0126961151649209 -0.0180112022420882 -0.00950697661705953 -0.0157850684635722 -0.00670040649199249 -0.00679897789697294 -0.0177047712377563 -0.024982780476902 -0.0129663758627656 -0.0213873562036328 -0.00927774969664096 -0.0169531481257325 -0.022477022848874 -0.0197257182605725 -0.0245813183849267 -0.0176442749433005 -0.0205810101124095 -0.0126330373027815 -0.0103505808686497 0.00226357411485151 -0.0164644913143332 -0.00932089989522244 -0.00978566384340719 -0.00790337971712616 -0.0108459900802734 -0.000756383912039118 0.0416335459957033 0.181180246738962 -0.00471126268338436 -0.0111565773778754 -0.0271397210389116 0.0615306167296518 -0.0173362804498951 0.00934477184430954 -0.0131894044806533 -0.0101320513173005 -0.022326739280396 -0.000420139128335678 -0.00391390061868896 -0.0230578357968347 -0.022100843642772 -0.0101797183676939 -0.000619177771223117 -0.0134380428443626 -0.0162549118826628 -0.00889664233669479 -0.0162775077498879 -0.00337519413193088 0.00300389257159266 -0.0193374200106994 -0.0172184419005117 0.000799164375925991 -0.00869102612852061 -0.0201142168880661 -0.0170408514791163 -0.0116957286536356 -0.0149323861273316 -0.0290616477452462 -0.014726958193745 -0.0236257780448527 -0.0293338691550043 0.00314751317281946 -0.00584775699511328 -0.0155232937816492 -0.00924551647223397 0.0522085509113887 -0.0169140457445016 -0.0316539180091065 -0.0250217039016414 -0.0180209360424215 -0.0275587779101021 -0.0329290268803376 -0.0249915731656625 -0.0297102119254947 -0.0209519671632113 -0.0216855423698654 -0.029623014655522 -0.0124490883435536 0.0246270563482842 -0.000304692531219532 -0.008288474426194 -0.00342531505142999 -0.0296540988943778 0.0111976260040828 -0.0138849360184434 -0.0010402479545198 0.00344726253778099 -0.0121193122034316 -0.0121632420968298 -0.0101297554710886 -0.0221660105317679 -0.0134239288067423 -0.0141422543441703 -0.010352736551093 0.00856712911001405
"4" -0.0172383818045532 0.0170281565563505 -0.00365482989284809 0.585969987159034 -0.0180565081781092 -0.00940186493468633 0.0358825689860507 -0.01533364423794 0.00533676948616702 -0.00434870443467178 0.0163247577044225 -0.0078046618267108 -0.00113748663312864 -0.00674407546507397 -0.00443505571762633 -0.00515911455282715 -0.0056300540195324 -0.0151508149729925 -0.0170604407772403 -0.0103832599000732 -0.0181789854551668 -0.0105401149703754 -0.00515541746775443 -0.00785109857679627 -0.00542367592928265 -0.00864693280133914 -0.00362519160599824 -0.0110156548819958 -0.011176540356277 -0.0114111570862115 -0.00534910725619736 -0.00161453060998412 -0.00788459403627406 -0.0110387947048024 -0.000278795068849351 -0.0100783219184588 -0.000144116467261691 -0.0131615011095433 -0.0124622868069274 0.0119420057839691 0.0132351026169719 -0.00742077917653577 0.0162578752036297 0.00365297717325099 -0.0123437203663713 -0.00130449913677563 0.0168816647259178 0.0294049199247905 -0.00619619344936074 -0.00185409021142162 -0.0115664351617427 -0.00443458352085454 -0.00834865945587248 -0.0057489756260446 -0.00950303403058958 -0.0192433571262036 0.0139498040811798 0.00593909556743188 0.00424457179707816 0.0113239865479819 -0.0074766896775985 -0.0073224561323941 -0.00905987516283076 0.00427055804145352 -0.00128690299748272 -0.00470742939568115 0.0012762275317436 -0.012364538336663 -0.0204952226688678 0.0109807526157813 -0.00835550001998575 -0.0249726190908976 -0.0149920195945598 -0.0143745284024518 -0.0192853875584219 -0.0051212221572989 -0.0220293014986512 -0.00556946129142294 -0.0112066777685518 -0.00234717999642836 -0.00177325402103519 -0.0213784965880002 -0.0213467140695641 0.0106847322756808 -0.0216954613778333 -0.0260394279906216 -0.0207184257512317 -0.0232258875592597 -0.0166794204013503 -0.00644037336092305 0.00633525349133363 -0.0175648451221091 -0.00562098189101498 -0.00648258150120923 0.0104007802078352 -0.01412885492894 -0.0124250939666072 0.000565514133796602 0.00293297205806729 0.00862460086166813 -0.0171865165757863 0.000841001221170255 0.00609375843833549 -0.00459122197482257 0.00348825630716789 0.00191271521704043 -0.0137581051056415 -0.0082414211851077 -0.0145224007143315
"5" -0.0262092094755809 -0.0158946959633734 -0.00475802042657957 -0.0180565081781092 0.602759349937373 -0.00435229547796816 -0.0294862916990062 -0.0349190180611651 -0.0168730739378709 -0.020277333586802 -0.0118306179572466 -0.0233593123050448 -0.0147296043542316 -0.0210127997555946 -0.01879945030479 -0.00875260817862297 -0.018073525711054 0.0117392920225986 0.00464458362619062 -0.000984508891965164 0.0124459777129893 0.0111682370337887 0.0163260989047197 0.0110771237540603 0.0283745935402047 0.0298014880425888 0.0206442956546776 0.00419733507690267 0.0150324357379769 0.00814447224978143 0.0152520895864272 0.0219934784777934 0.0164684165541761 0.0161825114001245 0.00716901854125546 0.0224026857237432 -0.00267602885571231 -0.0119362730991331 -0.0241681066600829 -0.0281106105970023 -0.0112063126526961 -0.0148224790422916 -0.0249009470258497 -0.0101903190615509 -0.0104479258726727 0.00700215048551654 -0.00993210423802429 -0.0282760584996358 -0.0233788497223291 -0.012780932683227 0.0309773196739383 -0.0231817359124169 0.0229680882238371 0.0131120997886226 -0.00558465227843393 0.00850809255532988 -0.00457608673492042 -0.00529106806213537 -0.007590766927657 -0.00104860282950714 -0.00829461206496641 -0.00102875350674962 -0.0327490414220973 -0.0206647058710011 -0.0214317145181112 -0.00712856733136632 -0.0187923240245198 -0.0114078042896139 -0.0180207918991149 -0.0368207168250809 -0.0375425977324958 0.000849463569074586 0.0314004774885021 0.012280462908843 0.00652369979457104 -0.0285137967722873 -0.0369378056783428 -0.008010547778977 -6.90678805893885e-05 -0.0216310084151872 -0.0227307447220279 -0.00340465694222859 0.0306325666335187 -0.0417941992822337 0.0017672421731273 -0.000767742583280308 0.0165868687962512 0.00366430123362949 0.0353021533052024 0.0144180170748845 -0.0105766045283611 0.0112289777786609 -0.0361317278032924 -0.0348855749724736 -0.0154584722205268 -0.0298689978776286 -0.0203523378384122 -0.010377363988806 0.000200682347548123 -0.0254894685829716 -0.0135377769066446 -0.0196887210003567 0.000406230643170034 0.00291700258210842 0.0106083911601151 0.0148463743964398 -0.00194653946613173 0.0323991547846477 -0.0120624834588138
"6" -0.00483973135417835 -0.00240974323827597 -0.0113820607472399 -0.00940186493468633 -0.00435229547796816 0.586884865243786 -0.00561452665517667 0.00162754781234932 0.00133636125871698 -0.00641501923702955 -0.00257038410517153 0.0060285905602053 0.0718590894053991 0.00284862862070858 0.0140996167831575 -0.015016608996862 -0.009517141979812 -0.0283036494812307 -0.0236004539766342 0.00348036601531713 -0.0296861392810147 0.00204508265609036 -0.00197638333784665 -0.00893345559046884 -0.0146974207464323 -0.0116473659805057 -0.0167929036002455 -0.0171360108069804 -0.0144882133681159 -0.0169876009075599 -0.00646775397893335 0.00426625698753647 -0.028088982603575 -0.0207516319531577 -0.016036181709579 -0.0217800439499356 -0.00513617979919598 -0.0270779502229976 -0.00458990731406108 0.00633935957668644 -0.00978419639860402 0.00267832513510449 -0.0133559045881783 0.000107137929221943 0.0917619183261995 -0.00543268441225201 -0.0143894399494088 0.00807550018814834 0.0053302197095597 -0.0111456691961311 -0.0232136081233554 0.000627763060296897 -0.0122822320556902 -0.0135490518220204 -0.00242768963755299 -0.0213154837663609 0.00611693071723871 0.00398078981530744 -0.00777783886055089 -0.0185447540741441 -0.0145565607230352 -0.00550363818477828 0.000658457124687865 -0.00409114491163694 0.00253190360419067 -0.0034892218974534 0.0192569145266629 0.0673694380498176 -0.0222642891196673 0.00522424171587534 0.00899295833132979 -0.0328563988149493 -0.0172125090790204 -0.0251737782455684 -0.0229012381689939 -0.0233027728349227 -0.0196312683308097 -0.0135427371299363 -0.0158260083146159 -0.0140413265188139 -0.0047792066809764 -0.0314681090880428 -0.025537976615625 0.00393688709645727 -0.0336558613991952 -0.0301280550348661 -0.0204410745870551 -0.0328330865017007 -0.030663545219397 -0.0118866798835183 5.26164257403417e-05 -0.0167042524891856 0.0298452209903481 -0.00795753671681394 -0.00674790236856551 0.00841663192830782 0.0864487093709533 0.00687871932308853 -0.00913715024633364 0.00339755557493409 0.0104820385235979 0.00346258855694271 0.0162200511969415 -0.00894094437573368 -0.0051968820306571 -0.0197563688144305 -0.0203320289372143 -0.0149796642851374 -0.0107199023472718
"7" -0.0171518706372059 0.0305583966497325 0.0548240505591215 0.0358825689860507 -0.0294862916990062 -0.00561452665517667 0.613225171321813 0.0115294206307466 0.0539495397843739 0.0105186107750664 0.00620003908516273 0.0222197222209962 0.0139193747816616 0.0034613542814023 -0.00574879311501199 -0.00864351286945773 -0.0133538915887562 -0.0265801226491853 -0.0267206732411215 -0.0197995045276414 -0.0296480252480412 -0.0311378406564802 -0.0260768653394911 -0.0227404754641352 -0.0251785391249969 -0.0119434425509033 -0.0220651240977724 -0.0226278557652114 -0.0198548764414015 -0.0295772148932754 -0.019877321225066 -0.00798210882353021 -0.0240937873693032 -0.00731188168945276 -0.0226352131096453 -0.0284782765173409 -0.0218631788219226 -0.0299139554748523 0.00365871328840795 0.0405485487893461 0.0191440016988312 0.0232185928999099 0.0186022475995759 0.000372664230602438 -0.00539307773666754 0.0176843267588986 -0.0216335145533777 0.0491189624061342 0.0193737576260604 0.00518357026487575 -0.023751352202159 0.010820126855305 -0.0167206435919536 -0.011225779009465 -0.0117965237004878 -0.0275261665156465 0.00218006249986211 0.000315989804841205 -0.00896327949167713 -0.0152785029384472 -0.00628732184559147 -0.0186179971248979 0.0313832240900642 -0.0139033749112925 -0.0199486602295201 -0.00729988817199405 -0.00246410117800584 -0.00344708567828138 0.00466759779821851 0.0163540970905157 -0.00799140499773427 -0.0364411351356926 -0.0365224858900754 -0.0272946482038467 -0.0248748599124333 0.0291778745758972 0.00294078490287545 -0.0148748837678876 -0.0103834430087496 0.0278733467072641 0.00810966471319625 -0.0361957505954083 -0.0413462019904171 0.0131232271105787 -0.0332706020956821 -0.0436770221004153 -0.0280254432813556 -0.0351090310369464 -0.030223073464674 -0.0286985948962548 -0.00789934061317289 -0.0133972623289079 0.011220527416895 0.0401733241119626 0.00661862962193112 0.0604566175632247 -0.00566376598431352 0.00585453710176938 -0.0197808518906278 -0.00183195910252279 -0.0133858101561619 -0.006323549598903 -0.00632166698678009 0.00694175472901202 -0.00018362401338671 -0.0213464116708227 0.000936440166933998 -0.0202113986306502 -0.00882405675036172
"8" 0.0342214893034016 0.0291432967449489 -0.0031289372491397 -0.01533364423794 -0.0349190180611651 0.00162754781234932 0.0115294206307466 0.708797011840379 0.00389218205044386 0.00746258399133868 0.010301692605409 0.0114463562888275 -0.00176136855292211 0.0183165869661795 0.0128672961871046 -0.0121334367367397 -0.00227515225420563 -0.0274524626038876 -0.0262276908621152 0.0290382091406293 -0.0278567197116814 -0.0206727167192188 -0.0277357666250682 -0.0208956576865273 -0.0152484952137261 -0.0288244714710339 -0.0169532729890491 -0.0355631265796855 -0.0240222387871604 -0.0279861901925327 -0.0374467379878095 -0.00907161713063495 -0.0306889435401998 -0.00378294754550493 -0.0229699163970272 -0.0268722474061365 -0.017944590366377 -0.0210385180360344 0.00172723320140692 0.0656591130256417 -0.00981853028048221 -0.00330916655232415 -0.0039061071177993 -0.0144796128783539 -0.00627166242299813 -0.0235786440319212 0.00213116477555954 0.0203619927741818 0.0162639678667202 -0.00121221635592456 -0.0255508762460071 -0.00311807680009171 -0.00888445940672847 -0.0264364763641517 -0.0158814748778414 -0.0196161250577767 -0.0146858820661475 -0.0160066233636993 -0.00901991359075914 -0.0268591729452588 -0.0167541618953611 -0.00834464429905974 0.0188284336367132 0.0290638416255438 -0.0138092895960393 -0.00308656266486528 0.0103800652652862 -0.00576545190249389 0.036626277587646 0.0141351512592349 -0.00513411298744784 -0.035915772947877 -0.0157440647891734 -0.0258506101555803 -0.021379256986313 0.0123248694550741 0.0332882488259784 0.0015822813310643 -0.00126987232702812 0.00781177036427708 0.0052065166264588 -0.040879173161121 -0.0369686134829798 0.0079495451221044 -0.0354442001782563 -0.028061699798044 -0.0299755771637985 -0.0444679582645082 -0.0337990855730118 -0.025440524698702 -0.0300508092264567 -0.00476280108863477 0.0349571860481858 0.0610235178964594 0.0080676323374115 0.0351351184669174 0.0198172088442025 -0.014864311899451 -0.014001912017795 -0.00305057055255249 -0.00255194960924457 0.00915952863142456 -0.00515632268680995 -0.0193544798760819 0.000403449030048169 -0.0323701843157174 -0.0162252786903366 -0.0220875525115495 0.0142079946779537
"9" -0.0104592416477771 -0.0142655819851342 0.18126865965472 0.00533676948616702 -0.0168730739378709 0.00133636125871698 0.0539495397843739 0.00389218205044386 0.559123570978034 0.0300118441836603 -0.0104179574151608 0.0584808272350456 0.00643106187280132 -0.0102137263635249 -0.0224833863939323 -0.0237465609413582 -0.0137938934434995 -0.0125314183282087 -0.0134027003912572 -0.0144082827173738 -0.0124477301639474 -0.0128959600351735 -0.0133467655177516 -0.0094260857473555 -0.0106827685168221 -0.0124382874028635 -0.0228030895909223 -0.0198028266712614 -0.026843005697527 -0.0102200912088282 -0.00393359896263349 -0.0144520196881872 -0.00668197867046258 -0.00899293310819685 -0.0119153856665551 -0.0140996277407966 0.0103816104014492 -0.00856795157778755 -0.00558324227859225 0.0054823681914675 -0.0144626004099651 0.159711220422376 -0.00485156626449015 -0.000469171825601821 -0.0155165119933844 0.104289063406138 -0.0202124291014227 0.00684572255280041 0.000276136982263667 -0.013948630028834 -0.0225169627523785 0.0102064939475925 0.00320128082781302 -0.00871959459712782 -0.0217593669385773 -0.00224599660832277 0.00011272267947445 -0.0228154700170576 -0.00084210017902891 -0.0208899584022395 -0.0176010856621973 -0.00669529911838905 0.0299921084005925 -6.51485066247514e-05 -0.0242394504455945 -0.00380164579670978 -0.00864824609020719 -0.00958717808017856 -0.0142409278895138 -0.00852968504712048 -0.0174072325002707 -0.0345678195147621 -0.0207608389505378 -0.0258204889039812 -0.0284973957683979 0.0100814998514706 0.000304274546825742 -0.0101107239444767 -0.0131859929274711 0.0485454845427052 -0.0165451576930237 -0.0373648059775757 -0.0331241926357201 -0.0222283668932388 -0.0344017749940093 -0.0350571707732868 -0.0228974813666894 -0.0352652290368833 -0.0334545069329583 -0.0302380346774984 -0.0356493046996776 -0.00360565811573239 0.0287853507022013 -0.00544879241371373 -0.024763924320291 -0.00613565647117079 -0.0109159876667832 0.015272338591285 -0.0199688624250918 -0.0135860985363435 0.00607731165609506 -0.0112450145991229 -0.00744519625012514 -0.0122103440737163 -0.0307370327340086 -0.0218341765755273 -0.0113186189966643 -0.0230923508412463 0.000753450214366441
"10" -0.0104601252078622 -0.00835170017503253 0.0348291180904164 -0.00434870443467178 -0.020277333586802 -0.00641501923702955 0.0105186107750664 0.00746258399133868 0.0300118441836603 0.326754253834212 -0.00876490725959665 0.0934291417982758 0.0123983573127511 -0.0128433664006335 -0.00456970908689009 -0.00954543480642275 -0.00664757556146917 -0.0191941292317237 -0.00688331985824396 0.0019048255860051 -0.0262083393376731 -0.0176234525015313 -0.0130298814187908 -0.0214004504290946 -0.0197427933043104 -0.0191613365196537 -0.0156349327505818 -0.0158914074041541 -0.0191645033200645 -0.0215321776976902 -0.0202484784529479 -0.0171445293374681 -0.0142078167973461 -0.0151745857395785 -0.0195160177362009 -0.015327275877411 -0.0133583473600476 -0.00661896639817335 0.00479241819668199 0.0192717572875767 0.000682954699989847 0.037146985902627 -0.00812816731341339 -0.00663889582880615 -0.0273060081515677 -0.00712226644999387 -0.0106421092475368 0.0288673433653848 -0.0007263185805095 -0.00127884611593505 -0.0148147773527553 0.0215719535834882 -0.0189742470952749 -0.0246386971759278 -0.0151849772877706 -0.0130626773239879 0.00188430753535821 -0.00788663585571379 -0.0167636428685265 -0.00767862303923414 0.00357438122812531 -0.00458346841025725 0.0258337450431716 -0.00755601100580353 -0.00447989493986538 -0.00183335628205095 -0.00332533347135907 -0.0195395454843552 0.00553756575959024 0.0018297732481263 -0.0061303462308992 -0.0340915762359798 -0.0299762959291185 -0.0259762080648191 -0.0335449451118753 0.135263431341016 0.0868560203291279 -0.00737593435806864 -0.00982285711850459 0.258229374751588 -0.00629848579006904 -0.0334936977036768 -0.0296234442864085 -0.00809498960090443 -0.0360038736081911 -0.0298773015816808 -0.0289616517503779 -0.0334354683382357 -0.0283256366152359 -0.0314725924225871 -0.0174799704498703 -0.0150541653892442 0.00476710613796878 0.0103780609917801 0.00734462543761314 0.0113932854517203 -0.0257100442805457 -0.00943907271002885 -0.0163128227554811 0.0227564763409301 0.00864377475855844 -0.00853135033658486 -0.0180245535218405 -0.0189362944155263 0.00665726434504846 -0.010727958133897 0.00852269498241828 -0.01643100642115 -0.011373402980344
