"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110"
"1" 0.687281354459146 -0.00456408117437898 -0.00967099038127304 -0.0170435617882802 -0.026108842347551 -0.00463145664991511 -0.0169750529905392 0.0346207341965913 -0.0101510152752542 -0.0101961593544714 0.0263432023062803 0.00188229986655365 -0.00436544385235299 -0.00628571452235129 -0.00188114026623473 -0.00332668328005821 0.0173419665642874 -0.0305525171659159 -0.016391143138256 -0.00527803629963122 -0.0286191133317139 -0.0113436953757968 -0.0170891697412469 -0.0178471504379416 -0.00720091960476634 -0.0213913644743422 -0.0272909611039471 -0.0224127627566189 -0.0217951372202217 -0.017595796944306 -0.0247253442965165 -0.0224799378994002 -0.0224114343959932 -0.00283197156662817 -0.0329089119439856 -0.0276476869086033 -0.0149446268479619 -0.0131374997111025 -0.0293589071387096 0.228351414363757 0.00607414457315787 -0.0112588849790816 -0.00373369599162547 0.0124980151894392 -0.00128570876755163 -0.0179362656771799 -0.0233150677749707 0.0354940710501477 -0.000408890296726686 -0.000475147977995566 0.00496071628590019 -0.0372188546563618 0.00146073935120555 -0.0155230584522255 -0.0211291691471811 0.00436172372293499 -0.0262247375551176 0.0223985247239159 -0.0204759347582368 -0.00559971077820677 -0.00178526668148198 -0.0101031899913978 -0.0120525148217567 -0.00695319611394777 0.0385772403139017 0.0157418468318932 -0.010743530116823 -0.00642553818869407 -0.00753790276510242 0.02166586364703 0.0156912045832574 0.0137059416031774 -0.0342851142330422 -0.0200386461496428 -0.0279585378558538 -0.032153740753793 -0.0155122479095886 0.0295111438626716 0.00271047008843962 -0.0203403410725086 -0.0108471919793813 0.0246492896752146 -0.0385349940193536 -0.0302231699497239 0.0156576657612234 -0.037380469910969 -0.0322366482860889 -0.0268785946340867 -0.0399129927410767 -0.0356986016332635 -0.0240064148274967 -0.0259625872675339 0.00314887261516647 -0.0144772368810877 0.000398802916537416 0.0102636643964071 -0.00329990987436132 0.00806624354580411 -0.0084706314851674 0.0127249123873382 -0.00209516419543286 -0.0210149393740826 0.0196530870385712 -0.00594652164146669 -0.00655431232633119 -0.0230300525405241 -0.0121776696146614 -0.0195912999389954 -0.0136964461122634 0.0245250777443168
"2" -0.00456408117437898 0.63074719212348 -0.0170529901974414 0.0170787241247791 -0.0159423767400767 -0.00227622070783866 0.0303188186644223 0.0289801864863381 -0.014084776254083 -0.00836836030902798 0.00208499619758274 -0.0049293907168854 0.00738506394977519 0.00803851290683097 0.0411577302210801 0.00663820758278624 -0.000661303633998095 -0.0235238263950092 -0.00741567540088537 -0.0156495815759213 -0.0232763386915928 -0.0238732275601978 -0.024631275124079 -0.028315478798382 -0.0217426950628995 0.0012023415818411 -0.00866788899808715 -0.0175510251373985 -0.0101921534668158 -0.0239979069717553 -0.0253184047966069 -0.0142693664161422 -0.0133186637122976 -0.00558414497111833 -0.02841290005998 -0.0166847734030191 -0.0207194862165239 -0.0224901777074341 -0.00426143446218942 0.020004684546073 0.00288994379869333 0.00311388432277894 -0.00309871411784557 0.0182557205396548 0.00198945470401663 -0.013161646432881 -0.0208548509013427 -0.0129657078277475 0.0311142114701895 -0.00947463349226151 0.0103238107427428 -0.0182523289635267 0.00467648171412831 -0.0185918075228047 -0.0164450802798465 -0.0117518370939817 -0.0251058882892105 0.0209758235168746 -0.00239422608970529 -0.0116764623456803 -0.00181552627899205 -0.0169881847702954 -0.00834098096091744 -0.00192233527552633 0.00846245910311724 -0.00189629443038633 0.00909118864798046 0.0246487766723887 -0.0141548819110315 0.00457910803972842 -0.0192742365688021 -0.0120624809698641 -0.0179255110907934 -0.0180015290150733 -0.0181265555727256 -0.0121764283083002 0.00134703412849851 -0.00893117980623204 -0.0155433371459257 -0.0148442449835465 -0.00656933784716406 0.00154489668698308 -0.0272885907638027 -0.0184566303294383 -0.0144172647943518 -0.0192761327296583 -0.0182369487640221 -0.0150330513870846 -0.0279282421110398 -0.0123652801653588 -0.0133669273603107 -0.00112940971348789 -0.0147456247538442 0.0304854415546429 0.0425430762309951 0.0075630060456155 0.0144378566018444 -0.00258517226075642 -0.00988887261336238 -0.000755300536977034 0.0105602419259886 -0.0131596958389334 0.0259854262388615 0.00513129994598078 -0.020104884872333 -0.0036834256906587 -0.0215434552161516 -0.00192662189530756 -0.0153452888927528 0.0100937163224909
"3" -0.00967099038127304 -0.0170529901974414 0.634029139027296 -0.00364043520851068 -0.00474966221788221 -0.0112506569318443 0.0544398417158108 -0.00343720738715703 0.181676856059057 0.0343714224777544 -0.0155368128933748 0.0258898481975975 2.12616501838759e-05 -0.00954472554929975 -0.0126882371808191 -0.0182540873263208 -0.00944994431301274 -0.0158486207001361 -0.0065692966558073 -0.00673470846953517 -0.0176947313958555 -0.0249327638167232 -0.0131343277726018 -0.0213634407961475 -0.00921878391186411 -0.0171357498948944 -0.0224835466477919 -0.0196635096700887 -0.0245984510324788 -0.0176295819360267 -0.0206274094468882 -0.0128712152177981 -0.0104992795820503 0.00226357272090753 -0.0168839971686139 -0.00933401802908668 -0.00990516098485359 -0.00790681612880679 -5.33595975746868e-05 -0.0106034220459345 -0.00080406050935533 0.0416674666011721 0.181339153622746 -0.00459169913743967 -0.0111460198516568 -0.0270599440453193 0.0618629341884889 -0.0173289860965327 0.00918142130656014 -0.0131320016301893 -0.0102306647225586 -0.0222649126586056 -0.000115795632119087 -0.00386764555466844 -0.0230652076461015 -0.0220863938185675 -0.0102313719175544 -0.000370844527198599 -0.0133665568432747 -0.0164371824189492 -0.00905504956179997 -0.0165619079759445 -0.00331877976227063 0.00281467540426685 -0.0194686946428616 -0.0171069951121756 0.00093944661166882 -0.00866235259117133 -0.0200769894412411 -0.0170073378112302 -0.0115841385929268 -0.0146924951778855 -0.0290085730283162 -0.0148009216390983 -0.0237082779134767 -0.0293106833826994 0.00330150218810278 -0.00565123865180927 -0.015376848143482 -0.00913413683807219 0.0518448947400953 -0.0169503665072943 -0.0316575076591159 -0.0250136472398869 -0.0179582505119696 -0.0275191655445624 -0.0329687547050728 -0.0249805954613837 -0.0297644484386526 -0.0209630001215159 -0.021781089193351 -0.0294774481532451 -0.0124388697431829 0.0244410791573162 -0.000385741359821612 -0.00845638026477172 -0.00339840749396464 -0.0295545966700577 0.0113952302955541 -0.0138740169897718 -0.000944572153135369 0.00341652059177442 -0.012008944416061 -0.0121277387128951 -0.0100869951886699 -0.0221802783696031 -0.0135677707399292 -0.0141318345967132 -0.0107434957814798 0.00867297171880626
"4" -0.0170435617882802 0.0170787241247791 -0.00364043520851068 0.587259032011167 -0.0180930232908541 -0.00933722983946516 0.0360010286570639 -0.015376562051276 0.00559941224849429 -0.00426299789219123 0.0164036719558122 -0.00763178046397745 -0.00092902836169878 -0.00665598614084343 -0.00442469161199034 -0.00527065220886431 -0.00561750794936665 -0.0152033235121148 -0.0170267781163122 -0.0103648490551826 -0.0182389597052877 -0.0105563512616459 -0.00528503653732277 -0.00785786170528779 -0.00538402790006521 -0.00877296743528533 -0.00358039149923378 -0.0110559107326333 -0.011246247746706 -0.0114690577724496 -0.00537649395117813 -0.00180250961277333 -0.0080778845072425 -0.0111771250641021 -0.0006692952845791 -0.010252889526822 -0.00027933928050157 -0.0131082876250613 -0.004654365183212 -0.0122423876015132 0.0121354297506268 0.0132700937670128 -0.00743455380278222 0.0164560364948394 0.00373699163678936 -0.0122217012537109 -0.00114810370577722 0.0167978997286581 0.0295925890385472 -0.00619695667163089 -0.00192729993209133 -0.011519312967457 -0.00419075446999074 -0.00835257180139646 -0.00572154797508182 -0.00949542472503002 -0.0193659243403523 0.0142371513176752 0.00602610560182118 0.00414271914233742 0.0113416156221295 -0.00752883660200174 -0.00717687613242074 -0.00884958179003315 0.00433579182808966 -0.00106528797024719 -0.00462037784508327 0.00130516553957614 -0.0122180773052796 -0.0204938136335402 0.0111809284891395 -0.00821471727836502 -0.0250740964682035 -0.0149661535838556 -0.0144244234641757 -0.0193670971064679 -0.00499861020892944 -0.0218927651956228 -0.00548300210181362 -0.011250776839062 -0.00226705143820507 -0.0017699738763402 -0.0214368095202583 -0.021342298550489 0.0107742711905977 -0.0217855474753489 -0.0260231188535326 -0.0207603682572174 -0.0232444321159404 -0.0167010110627413 -0.00652900411274719 0.00651963839298219 -0.0175203225877625 -0.00557972228129882 -0.00657597138434967 0.0104788993052437 -0.014036040497115 -0.0123929340027632 0.000778775766148117 0.00297938065363831 0.00881552979094039 -0.0170826534331801 0.00101059382112021 0.00598411716769261 -0.004531434174514 0.00349577040132957 0.00176957725467222 -0.0137027359817653 -0.00848966369625712 -0.014390770293592
"5" -0.026108842347551 -0.0159423767400767 -0.00474966221788221 -0.0180930232908541 0.602043348223998 -0.00421282646332699 -0.029727704397397 -0.0349735339535016 -0.0168665928508721 -0.0203329372616724 -0.0116909074580546 -0.0233378258206199 -0.0145614807385833 -0.021057312894381 -0.0188347712833474 -0.00876647418212669 -0.0180123289737073 0.0116648033780232 0.00456009885499519 -0.000951031838911355 0.0123688796903502 0.0110832927649557 0.0161515420307642 0.0109447232117489 0.0284510950065739 0.0291221259804125 0.0207780381527469 0.00424336649441899 0.0150510273661353 0.00812887557133126 0.0151236263129043 0.0218362406448783 0.0162625869971844 0.0160492709374433 0.00679609843112257 0.0223592332908217 -0.00270504620295167 -0.0119263335628031 0.00602924335829867 -0.0239798153789933 -0.0279637754836391 -0.0111171770749399 -0.0148420085718751 -0.0248620615816341 -0.0102405279982422 -0.0103856587145071 0.00693261906720922 -0.00993153697041142 -0.028195849097104 -0.0233918812198971 -0.0127523715865026 0.0310398703244291 -0.0230412028941812 0.0227934916490808 0.0131324061665452 -0.00558602057844522 0.00822224804972498 -0.00492954854574058 -0.00523821797083521 -0.00757193475578216 -0.000947860192302958 -0.00848713146354533 -0.000987533173418763 -0.0327412014085888 -0.0205668893840041 -0.0212865540948047 -0.00706713394098987 -0.0187258821431478 -0.0113761621232008 -0.0180722966043223 -0.036740162912621 -0.0374748745670397 0.000278946787477256 0.0312714255391524 0.0121169450617223 0.00649659057013053 -0.0285063391032496 -0.0368421615502939 -0.00820787109118234 -0.00029866703844172 -0.0216871195690032 -0.0227585782177587 -0.00356471827215244 0.0305116989292722 -0.0417304106129081 0.00119399050102468 -0.000936931158271529 0.0164251137963628 0.00306540828285708 0.035204324699426 0.0144646498414097 -0.0104086332787678 0.011041527050911 -0.0360850526266063 -0.0350658057938104 -0.0154427635172314 -0.0298219408016265 -0.0203253840125889 -0.0103272411870484 7.815039581046e-05 -0.0253902408510068 -0.0134056896126273 -0.019620986040355 0.000414536575976384 0.00274451322620991 0.0104560844156807 0.0147411635084315 -0.00202298963382787 0.0318958361413325 -0.0120527324365971
"6" -0.00463145664991511 -0.00227622070783866 -0.0112506569318443 -0.00933722983946516 -0.00421282646332699 0.588715616193836 -0.005443759483194 0.00173179306807776 0.00167697022712571 -0.00626669737822878 -0.00234276323842744 0.00636451366187791 0.0721940461606827 0.00302669323837674 0.0142453892760065 -0.0148610611841666 -0.00934669140934215 -0.0282118250950391 -0.0234511025244677 0.00369798043375615 -0.0295885027696599 0.00224701094195423 -0.00187544807343018 -0.00878210890872351 -0.0145488217031476 -0.0115613843788296 -0.0167463713716861 -0.0169847506458824 -0.0144353961427403 -0.0169662331773296 -0.00644036198368932 0.00413856957665858 -0.0280413180972806 -0.0206994647591381 -0.0161487552136296 -0.0216785408670167 -0.00499061940014193 -0.0269222426001844 -0.0205653627990842 -0.00420140233034257 0.00664383715923455 -0.0096071620363395 0.00290004237676813 -0.0130609040858021 0.000343351665940715 0.0922143105105017 -0.00511831352346095 -0.0142679529720323 0.00841500874472153 0.00547260135333055 -0.010987113758882 -0.0231113658875289 0.000924064200689713 -0.0122063149007811 -0.0134476537642501 -0.00223873955572137 -0.0212744150519141 0.00638260300599803 0.00420384099345673 -0.00773365571364852 -0.0183875137226801 -0.0144688174068747 -0.00531103633442271 0.000936820336619942 -0.00377454812880447 0.0028089567267645 -0.00321552591571112 0.0194788533352007 0.0678109167512302 -0.0221954100500322 0.00552188653952467 0.00930115502633605 -0.0328082745312858 -0.0170840328696465 -0.0251396510489435 -0.0227827718641139 -0.0232064697501245 -0.0194413779727201 -0.0133315589760658 -0.0156172821016794 -0.0138984015257952 -0.00469692206667159 -0.0313484077222182 -0.0254273469099014 0.00419355452706389 -0.0336010479666385 -0.0300406029322864 -0.0203726794085827 -0.032741545903063 -0.0305936186809888 -0.0118117127121362 0.000235581380164502 -0.0165219890244048 0.0301460784844595 -0.00780989176809762 -0.0065001386318379 0.00867007375374472 0.0868379421470432 0.00712464565888206 -0.00898691950979001 0.00377136693981184 0.0108105271083719 0.00377570742703499 0.0165276972824536 -0.00879622466616171 -0.00504563407507476 -0.0197370508368407 -0.0201830445176416 -0.0150052856672185 -0.0105432694592414
"7" -0.0169750529905392 0.0303188186644223 0.0544398417158108 0.0360010286570639 -0.029727704397397 -0.005443759483194 0.613329450115974 0.0109878757789887 0.054065270314721 0.0101265481141175 0.00631090297785719 0.0221746656691084 0.0142033419831243 0.0031717918469967 -0.00574575877156898 -0.00884677199824901 -0.0132877079932761 -0.0267939617796387 -0.0267260566403826 -0.0199301225702273 -0.0298035138570027 -0.0313478011711445 -0.0263451988851265 -0.0228716059478037 -0.0252064657863074 -0.0121714977917328 -0.0223143554784354 -0.0227573958047623 -0.0200970552631084 -0.0298451718273007 -0.0198651431660324 -0.00823816374109659 -0.0242902539266966 -0.00756244869712935 -0.0229634221318978 -0.028669872959325 -0.0219714812961017 -0.0300345624475232 0.00933377043011024 0.0039567052960467 0.0406903765480503 0.0192477256472794 0.0230697303098765 0.0187905120687231 0.000278305665057439 -0.00539822095057205 0.0176947934581307 -0.0216532086593516 0.0490697259577124 0.0193576579576722 0.00507692389400815 -0.024001367271431 0.0110908182045113 -0.016973218262473 -0.0115323070683481 -0.0118975003988495 -0.027736655284982 0.00243536299452239 0.000312639471118687 -0.00899617919312402 -0.0153205123520506 -0.00661255451038079 -0.0186660717855191 0.0311140607844029 -0.0139970187729497 -0.0199704477228876 -0.00731985871534237 -0.00251534869401085 -0.0034763964800587 0.00452940516423327 0.0165086613736673 -0.0078639632482556 -0.036593973336478 -0.0366397758684162 -0.0275262299823649 -0.0250490619331058 0.0291175963820537 0.00310447567140351 -0.0150197135534077 -0.0103976635645708 0.0275819038715095 0.00781632308954862 -0.0364356564149096 -0.0414274519018683 0.0131853417175906 -0.0335202282370705 -0.0438216097000709 -0.0283337456001747 -0.0353135813229202 -0.0303577047536745 -0.0289052245127346 -0.0078656584015322 -0.0134351455618416 0.0110277939039732 0.0400234593412925 0.00661916753079197 0.0603823984404331 -0.0056919477656997 0.00608808131160449 -0.0199097065626191 -0.00167343264140863 -0.0132975797682651 -0.00626532288954096 -0.00632639026876359 0.00685350497873805 -0.000189957496134811 -0.0216389476927606 0.000973563420907496 -0.0205264149383582 -0.00882957535490252
"8" 0.0346207341965913 0.0289801864863381 -0.00343720738715703 -0.015376562051276 -0.0349735339535016 0.00173179306807776 0.0109878757789887 0.70876147530136 0.0036858642917703 0.0074711348895759 0.0104853407728214 0.0115403061387621 -0.00175421052002529 0.0181442942470806 0.0131675590409633 -0.0122972115794941 -0.00214231329480406 -0.0274585761019546 -0.0261627521189452 0.0288266914552105 -0.0278730409203369 -0.0207318264385223 -0.0279697048974631 -0.0210931572433867 -0.0151990685310067 -0.0290020927841042 -0.0172457895955689 -0.035590043064731 -0.0242751112232667 -0.0281973708693378 -0.0375146673268705 -0.00986013708958143 -0.0308049627606303 -0.00394943772692298 -0.0238265206898659 -0.0271799281055057 -0.0179833386100292 -0.0210207803694086 0.00499081904924968 0.00208688080526061 0.0657311287377132 -0.00982765006618674 -0.00337744291701594 -0.00379003010373836 -0.0144709383514714 -0.00624837878639717 -0.0236623124693557 0.00231129828053733 0.0204908053668957 0.0162212387463693 -0.00131532080824547 -0.0257596711688596 -0.00320855877566301 -0.00900491774049375 -0.0266457822648255 -0.0158567543369336 -0.0196393564284709 -0.0144902246897726 -0.0159050761130063 -0.00930037837079862 -0.026848926045394 -0.0169772473708863 -0.00829939727405427 0.0187787518571113 0.029310304928583 -0.0137456675021406 -0.00291274779690704 0.0105656057708605 -0.00581511507104618 0.0365677843935934 0.0144020488952191 -0.00495615584188613 -0.0359732731657884 -0.0157943712106626 -0.0259484869686239 -0.0215376571965677 0.0121409477615822 0.0335375690406146 0.00181015571780533 -0.00145986725196619 0.00777857778371937 0.00515263993674361 -0.0409298336448109 -0.0369690756436969 0.00816702488789538 -0.0355852823726556 -0.0280269804353071 -0.0303247010753261 -0.0445150211611981 -0.0338837607827388 -0.0255954172199636 -0.0300593302543896 -0.00473810501218885 0.0352949982387615 0.0599523710657676 0.00774155380228023 0.0349628324225149 0.0199464435835703 -0.014741141717454 -0.013894876714301 -0.00300040899396542 -0.00237759495652942 0.00936898084766789 -0.0051564415177472 -0.0194568357500948 0.000160193110386096 -0.0323882239546194 -0.0160954177245157 -0.0221883237008827 0.0143775754957924
"9" -0.0101510152752542 -0.014084776254083 0.181676856059057 0.00559941224849429 -0.0168665928508721 0.00167697022712571 0.054065270314721 0.0036858642917703 0.55944383621816 0.0303858562081924 -0.0102250136603592 0.0589148951670855 0.00676810029266711 -0.0102459993971278 -0.022275416867779 -0.02366904499213 -0.0135166707507916 -0.0124728737583721 -0.0131743819128557 -0.0143016073014081 -0.0123988566030425 -0.012715986714772 -0.0133345249760484 -0.00932897971699345 -0.0106066562681791 -0.0125119906819154 -0.0228040903429009 -0.0196134754730304 -0.026763246808415 -0.010181827819761 -0.0037464287073069 -0.0147423260047198 -0.00647486547993448 -0.00891174938159404 -0.0120749168619997 -0.0140073910925609 0.010606668178478 -0.00845218159348404 -0.0197318080411851 -0.00520465122638378 0.00567030142406143 -0.0142541097143171 0.159994146507711 -0.00448844536935299 -0.000210962857527065 -0.0152486420599697 0.105027541508343 -0.0199926064282911 0.00721351307462042 0.000524706591767631 -0.0138044629495358 -0.0223964987807417 0.0106888866728207 0.00343664770669993 -0.00859662511863309 -0.0219763111941882 -0.00215242492262685 0.000512556203714616 -0.0225827821647584 -0.000670803887715698 -0.0207698225949164 -0.0176209988101131 -0.00640718847713607 0.0301364034020561 0.000170060641260799 -0.0239948924672263 -0.00349734618423672 -0.00842753519766898 -0.00934938924322474 -0.0141480529112886 -0.00812691927702163 -0.0170759407936041 -0.0344510800178477 -0.0207018058175045 -0.0257133983336294 -0.0284435515958981 0.0104179656541768 0.000629235630360758 -0.00991273058664803 -0.0130049840569694 0.04900511005222 -0.0163849232696104 -0.0372724465455652 -0.0330076689805526 -0.021969332065974 -0.0342818473810813 -0.0349110084933531 -0.0228308955408537 -0.035141441595179 -0.0333962545866159 -0.0302085749662223 -0.0354776000386279 -0.00335671770117559 0.029120804075381 -0.00528368792185752 -0.0245618064721879 -0.00630836086152957 -0.0106424576558916 0.0157230762003896 -0.0197712001295098 -0.0133807313706163 0.00625042915660551 -0.0109815447017257 -0.00726397430143244 -0.0121430727715337 -0.0306545647609509 -0.0217561442423711 -0.0111131396573573 -0.0230777909564405 0.000956179575404647
"10" -0.0101961593544714 -0.00836836030902798 0.0343714224777544 -0.00426299789219123 -0.0203329372616724 -0.00626669737822878 0.0101265481141175 0.0074711348895759 0.0303858562081924 0.327492265077986 -0.00849797878750802 0.0939526250459621 0.0126293714219449 -0.0127172112736199 -0.00463200400397312 -0.00962876414943013 -0.00650065420346807 -0.0192181189469417 -0.00666749413517153 0.0019475891634599 -0.0261682993308368 -0.0174599337772658 -0.0131499263594615 -0.0215146285389667 -0.0197353500655766 -0.019313530550143 -0.015637165752154 -0.0157896762930949 -0.0191721062075141 -0.0216219059753835 -0.0202871636345882 -0.0175233734217179 -0.0143067984322761 -0.0152481286744751 -0.020192292448884 -0.0153862319714571 -0.0133738375057056 -0.00655888467941422 -0.00779284851033686 0.00513293129585678 0.0194600567685557 0.000681029372350752 0.0369144614780805 -0.0079821335110607 -0.00651764424907329 -0.0271283532288148 -0.00695620460783337 -0.0106651379450542 0.0288221079294506 -0.000558906255255505 -0.00119393047448242 -0.0147337777613122 0.0220797105157055 -0.0191020900754905 -0.0246783578340185 -0.0152300757036541 -0.0131867379228091 0.00212192621957733 -0.00775248175913551 -0.0167952413098102 -0.00766145343356721 0.00347610491807944 -0.00445677024332393 0.0262169640949959 -0.00740848954727439 -0.00418632761249879 -0.00167977768680905 -0.00319411759046568 -0.0193426616712152 0.00566283243449982 0.00204427144290697 -0.00584594344092643 -0.0340959164243449 -0.0299516084481054 -0.0260236750009157 -0.0335544054237549 0.136028386755982 0.0874569107946623 -0.00716088783341818 -0.00970123078778963 0.25871550105486 -0.0062803119013769 -0.0334461920017588 -0.0295097654277108 -0.00800005427862307 -0.0360203231401584 -0.0298680178463823 -0.0290552884741763 -0.0334632573089656 -0.0283021435606031 -0.0314609092397974 -0.017300886959112 -0.0149734778116038 0.00450371589744137 0.0103100503959634 0.00737962606279536 0.0114504500243507 -0.0255590857701584 -0.00919302343409332 -0.0163338192367799 0.0230139377249458 0.00888924690973054 -0.0083491279978522 -0.0179311417453345 -0.0189245749002612 0.00685261099676203 -0.0108454375485154 0.00868788945039113 -0.0169116359432185 -0.011334319330392
