V1,ZmRoot,ZmSAM,ZmPAN,,,
GRMZM2G052418,1241,76,0,,,
GRMZM2G052422,74,0,0,,,
GRMZM2G052423,871,0,0,,,
GRMZM2G052434,1616,600,1,,,
GRMZM2G052435,3,93,1,,,
GRMZM2G052467,6,0,0,,,
GRMZM2G052471,3559,195,0,,,
GRMZM2G052474,2939,460,1106,,,
GRMZM2G052476,3016,0,0,,,
GRMZM2G052479,153,2,4,,,
GRMZM2G052483,5932,0,0,,,
GRMZM2G052507,4,985,0,,,
GRMZM2G052509,3874,2,0,,,
GRMZM2G052515,1381,3,0,,,
GRMZM2G052544,847,0,455,,,
GRMZM2G052546,5404,661,28,,,
GRMZM2G052562,2,1018,3,,,
GRMZM2G052569,1689,685,713,,,
GRMZM2G052571,5899,0,8,,,
GRMZM2G052581,2674,245,0,,,
GRMZM2G052586,554,44,46,,,
GRMZM2G052606,2,0,107,,,
GRMZM2G052610,1748,2,12,,,
GRMZM2G052616,2083,0,162,,,
GRMZM2G052619,251,0,0,,,
GRMZM2G052630,359,0,8,,,
GRMZM2G052644,18,0,3,,,
GRMZM2G052650,5483,10,136,,,
GRMZM2G052654,2071,0,430,,,
GRMZM2G052658,8,59,1,,,
GRMZM2G052666,2686,2,4,,,
GRMZM2G052667,4377,0,211,,,
GRMZM2G052670,4989,0,1,,,
GRMZM2G052671,12,0,17,,,
GRMZM2G052685,2144,0,0,,,
GRMZM2G052688,3,12,14,,,
GRMZM2G052699,5938,0,1,,,
GRMZM2G052713,5819,0,0,,,
GRMZM2G052720,325,0,2,,,
GRMZM2G052740,4,1,14,,,
GRMZM2G052750,151,0,1,,,
GRMZM2G052776,1639,0,0,,,
GRMZM2G052796,0,0,7,,,
GRMZM2G052812,17,0,0,,,
GRMZM2G052817,5526,40,0,,,
GRMZM2G052821,1426,0,2,,,
GRMZM2G052823,1477,39,9,,,
GRMZM2G052825,4634,0,0,,,
GRMZM2G052844,4117,0,0,,,
GRMZM2G052855,2,0,0,,,
GRMZM2G052869,4279,0,0,,,
GRMZM2G052875,772,561,1,,,
GRMZM2G052880,8,0,1,,,
GRMZM2G052884,2670,0,0,,,
GRMZM2G052893,1,2,2,,,
GRMZM2G052902,3224,0,0,,,
GRMZM2G052908,5829,0,0,,,
GRMZM2G052920,1239,199,0,,,
GRMZM2G052926,3,7,10,,,
GRMZM2G052935,4311,0,1108,,,
GRMZM2G052948,1404,0,0,,,
GRMZM2G052985,535,0,0,,,
GRMZM2G052991,2666,0,0,,,
GRMZM2G053004,1369,0,916,,,
GRMZM2G053008,4038,0,493,,,
GRMZM2G053019,1502,87,6,,,
GRMZM2G053023,1288,0,0,,,
GRMZM2G053027,2373,0,0,,,
GRMZM2G053047,1817,0,1,,,
GRMZM2G053066,2628,0,0,,,
GRMZM2G053079,2358,0,15,,,
GRMZM2G053083,1303,0,0,,,
GRMZM2G053111,5,0,2,,,
GRMZM2G053140,1174,0,1,,,
GRMZM2G053170,4895,88,0,,,
GRMZM2G053196,2075,0,0,,,
GRMZM2G053199,1,0,0,,,
GRMZM2G053206,5151,1019,8,,,
GRMZM2G053210,5,0,2,,,
GRMZM2G053223,1394,0,0,,,
GRMZM2G053236,672,686,2,,,
GRMZM2G053239,32,182,1002,,,
GRMZM2G053261,872,6,3,,,
GRMZM2G053273,1635,0,2,,,
GRMZM2G053284,2446,0,7,,,
GRMZM2G053298,2764,0,3,,,
GRMZM2G053299,2,627,23,,,
GRMZM2G053303,1984,0,0,,,
GRMZM2G053311,844,0,0,,,
GRMZM2G053315,557,0,0,,,
GRMZM2G053319,160,0,2,,,
GRMZM2G053322,36,2,6,,,
GRMZM2G053338,1122,0,8,,,
GRMZM2G053384,530,0,0,,,
GRMZM2G053394,2094,0,0,,,
GRMZM2G053396,248,0,0,,,
GRMZM2G053397,5254,878,227,,,
GRMZM2G053434,3,228,77,,,
GRMZM2G053458,10,0,21,,,
GRMZM2G053466,0,0,37,,,
GRMZM2G053485,227,0,0,,,
GRMZM2G053493,4,0,3,,,
GRMZM2G053500,3604,6,1,,,
GRMZM2G053503,10,0,8,,,
GRMZM2G053507,17,719,1109,,,
GRMZM2G053511,2314,1,0,,,
GRMZM2G053514,420,0,0,,,
GRMZM2G053531,42,0,0,,,
GRMZM2G053554,5321,0,1110,,,
GRMZM2G053557,4031,0,0,,,
GRMZM2G053574,649,0,1,,,
GRMZM2G053588,8,0,1,,,
GRMZM2G053600,5832,0,3,,,
GRMZM2G053610,251,0,1111,,,
GRMZM2G053627,2,0,0,,,
GRMZM2G053637,3475,0,0,,,
GRMZM2G053652,3,3,5,,,
GRMZM2G053669,12,0,7,,,
GRMZM2G053676,1,1020,275,,,
GRMZM2G053692,692,0,0,,,
GRMZM2G053707,5,0,2,,,
GRMZM2G053713,1,0,1,,,
GRMZM2G053720,888,0,7,,,
GRMZM2G053722,158,59,1,,,
GRMZM2G053726,2186,2,4,,,
GRMZM2G053742,1172,0,0,,,
GRMZM2G053757,0,454,0,,,
GRMZM2G053764,893,0,0,,,
GRMZM2G053766,1,0,1,,,
GRMZM2G053767,3,3,5,,,
GRMZM2G053779,2,288,2,,,
GRMZM2G053781,1851,36,261,,,
GRMZM2G053790,849,0,0,,,
GRMZM2G053801,2272,0,65,,,
GRMZM2G053803,2601,11,1,,,
GRMZM2G053831,6,0,7,,,
GRMZM2G053833,769,0,0,,,
GRMZM2G053869,4,599,65,,,
GRMZM2G053882,1307,0,0,,,
GRMZM2G053898,5171,526,21,,,
GRMZM2G053908,12,0,2,,,
GRMZM2G053909,4858,2,4,,,
GRMZM2G053914,0,706,0,,,
GRMZM2G053916,185,0,7,,,
GRMZM2G053921,6,512,15,,,
GRMZM2G053925,1,0,0,,,
GRMZM2G053927,3269,0,6,,,
GRMZM2G053934,5689,0,0,,,
GRMZM2G053939,5,0,2,,,
GRMZM2G053946,12,736,992,,,
GRMZM2G053955,3326,0,0,,,
GRMZM2G053958,2650,0,0,,,
GRMZM2G053977,56,0,78,,,
GRMZM2G053980,8,0,0,,,
GRMZM2G053985,3605,0,0,,,
GRMZM2G053987,7,573,655,,,
GRMZM2G053991,5,953,7,,,
GRMZM2G053999,3,0,5,,,
GRMZM2G054012,3,1,1113,,,
GRMZM2G054013,2,0,2,,,
GRMZM2G054020,1084,225,295,,,
GRMZM2G054023,3288,0,0,,,
GRMZM2G054028,3303,0,2,,,
GRMZM2G054032,4378,4,0,,,
GRMZM2G054040,219,0,10,,,
GRMZM2G054046,904,0,0,,,
GRMZM2G054048,4026,0,0,,,
GRMZM2G054050,2966,0,2,,,
GRMZM2G054056,4164,0,0,,,
GRMZM2G054065,0,169,2,,,
GRMZM2G054070,43,0,1,,,
GRMZM2G054076,1255,0,0,,,
GRMZM2G054093,1558,1,0,,,
GRMZM2G054109,550,0,747,,,
GRMZM2G054111,6,0,0,,,
GRMZM2G054115,2255,0,3,,,
GRMZM2G054123,2573,0,103,,,
GRMZM2G054125,1745,0,0,,,
GRMZM2G054136,3,1,5,,,
GRMZM2G054139,6,4,0,,,
GRMZM2G054149,4005,8,6,,,
GRMZM2G054152,2,600,1,,,
GRMZM2G054162,1,0,1,,,
GRMZM2G054201,3,1,277,,,
GRMZM2G054210,97,0,1,,,
GRMZM2G054221,0,541,0,,,
GRMZM2G054224,10,57,0,,,
GRMZM2G054225,554,283,1,,,
GRMZM2G054227,5,0,0,,,
GRMZM2G054233,1,0,9,,,
GRMZM2G054247,5028,1,131,,,
GRMZM2G054250,6,0,34,,,
GRMZM2G054252,5695,103,2,,,
GRMZM2G054267,0,0,2,,,
GRMZM2G054277,9,177,2,,,
GRMZM2G054300,3529,768,18,,,
GRMZM2G054332,9,0,19,,,
GRMZM2G054341,0,0,156,,,
GRMZM2G054350,1797,994,1,,,
GRMZM2G054354,1,0,1114,,,
GRMZM2G054361,201,0,0,,,
GRMZM2G054378,874,0,0,,,
GRMZM2G054380,21,887,156,,,
GRMZM2G054387,0,0,4,,,
GRMZM2G054393,1,0,0,,,
GRMZM2G054397,2768,397,0,,,
GRMZM2G054405,221,169,0,,,
GRMZM2G054415,67,0,11,,,
GRMZM2G054418,4613,14,1,,,
GRMZM2G054465,6,0,0,,,
GRMZM2G054468,10,0,0,,,
GRMZM2G054470,3017,93,1,,,
GRMZM2G054481,895,45,7,,,
GRMZM2G054509,3238,0,0,,,
GRMZM2G054522,2292,1,1114,,,
GRMZM2G054537,3,0,5,,,
GRMZM2G054559,62,553,3,,,
GRMZM2G054564,2982,0,0,,,
GRMZM2G054588,727,0,0,,,
GRMZM2G054615,5,4,1,,,
GRMZM2G054621,312,0,47,,,
GRMZM2G054628,320,0,0,,,
GRMZM2G054634,2,10,1,,,
GRMZM2G054651,5782,9,0,,,
GRMZM2G054653,531,0,0,,,
GRMZM2G054663,68,0,3,,,
GRMZM2G054678,0,1022,0,,,
GRMZM2G054706,6,1023,2,,,
GRMZM2G054713,4723,0,0,,,
GRMZM2G054715,2156,0,0,,,
GRMZM2G054765,3,9,1,,,
GRMZM2G054803,1417,518,196,,,
GRMZM2G054807,7,0,13,,,
GRMZM2G054811,3606,16,265,,,
GRMZM2G054821,1,75,1,,,
GRMZM2G054833,344,0,0,,,
GRMZM2G054852,4,0,0,,,
GRMZM2G054870,1890,0,1,,,
GRMZM2G054896,5,123,2,,,
GRMZM2G054900,7,0,0,,,
GRMZM2G054905,1750,0,85,,,
GRMZM2G054936,1120,0,0,,,
GRMZM2G054938,0,8,0,,,
GRMZM2G054946,1679,0,0,,,
GRMZM2G054969,1212,0,0,,,
GRMZM2G054994,1334,0,0,,,
GRMZM2G054998,1694,0,0,,,
GRMZM2G055000,0,4,0,,,
GRMZM2G055009,0,6,0,,,
GRMZM2G055020,0,356,22,,,
GRMZM2G055025,3,114,0,,,
GRMZM2G055037,5,18,2,,,
GRMZM2G055052,511,0,0,,,
GRMZM2G055054,245,0,0,,,
GRMZM2G055059,245,0,0,,,
GRMZM2G055089,748,10,0,,,
GRMZM2G055101,10,0,0,,,
GRMZM2G055107,48,0,428,,,
GRMZM2G055116,10,0,0,,,
GRMZM2G055125,1315,569,16,,,
GRMZM2G055135,276,0,12,,,
GRMZM2G055141,1,875,758,,,
GRMZM2G055143,573,0,0,,,
GRMZM2G055150,242,0,0,,,
GRMZM2G055151,0,0,36,,,
GRMZM2G055154,3487,0,0,,,
GRMZM2G055158,6,0,0,,,
GRMZM2G055172,1044,26,0,,,
GRMZM2G055180,5110,0,13,,,
GRMZM2G055204,1015,0,0,,,
GRMZM2G055209,2970,173,1,,,
GRMZM2G055216,3693,0,3,,,
GRMZM2G055217,1,0,0,,,
GRMZM2G055219,5130,0,3,,,
GRMZM2G055243,3685,2,0,,,
GRMZM2G055251,3004,1024,0,,,
GRMZM2G055255,3,1,163,,,
GRMZM2G055257,2,1,0,,,
GRMZM2G055263,13,0,0,,,
GRMZM2G055273,439,0,2,,,
GRMZM2G055276,3,3,5,,,
GRMZM2G055282,3,0,0,,,
GRMZM2G055309,5,0,2,,,
GRMZM2G055313,7,0,0,,,
GRMZM2G055320,2,33,3,,,
GRMZM2G055331,6,11,1,,,
GRMZM2G055334,924,619,312,,,
GRMZM2G055404,5347,4,2,,,
GRMZM2G055413,3860,4,0,,,
GRMZM2G055420,2,0,1105,,,
GRMZM2G055431,1617,0,0,,,
GRMZM2G055435,2734,71,2,,,
GRMZM2G055437,102,0,1115,,,
GRMZM2G055446,638,0,0,,,
GRMZM2G055450,2,14,0,,,
GRMZM2G055458,17,0,15,,,
GRMZM2G055462,5132,0,0,,,
GRMZM2G055464,3,0,0,,,
GRMZM2G055467,0,0,2,,,
GRMZM2G055469,1117,0,420,,,
GRMZM2G055489,336,825,4,,,
GRMZM2G055499,1,0,0,,,
GRMZM2G055507,851,9,1,,,
GRMZM2G055520,1202,9,1,,,
GRMZM2G055527,244,3,0,,,
GRMZM2G055538,1,0,25,,,
GRMZM2G055545,258,0,0,,,
GRMZM2G055575,0,186,0,,,
GRMZM2G055578,8,0,1,,,
GRMZM2G055585,2318,0,1116,,,
GRMZM2G055606,5631,0,0,,,
GRMZM2G055607,2758,0,0,,,
GRMZM2G055619,2196,11,1,,,
GRMZM2G055641,882,0,0,,,
GRMZM2G055643,1182,198,561,,,
GRMZM2G055652,20,0,2,,,
GRMZM2G055657,3,0,0,,,
GRMZM2G055667,3,0,0,,,
GRMZM2G055678,3601,0,232,,,
GRMZM2G055682,1654,0,388,,,
GRMZM2G055684,2,0,422,,,
GRMZM2G055698,2,0,3,,,
GRMZM2G055699,1054,0,8,,,
GRMZM2G055704,3051,0,0,,,
GRMZM2G055705,0,0,15,,,
GRMZM2G055717,3607,0,2,,,
GRMZM2G055724,3,3,2,,,
GRMZM2G055737,2580,0,0,,,
GRMZM2G055752,5380,63,2,,,
GRMZM2G055754,1080,5,1,,,
GRMZM2G055782,39,0,3,,,
GRMZM2G055785,34,0,1,,,
GRMZM2G055802,22,0,7,,,
GRMZM2G055807,2742,0,1,,,
GRMZM2G055809,10,0,0,,,
GRMZM2G055826,6,0,706,,,
GRMZM2G055827,781,0,0,,,
GRMZM2G055834,37,0,1118,,,
GRMZM2G055844,4,10,1,,,
GRMZM2G055857,1,2,2,,,
GRMZM2G055880,31,27,0,,,
GRMZM2G055883,5749,0,171,,,
GRMZM2G055898,11,0,7,,,
GRMZM2G055899,0,1,0,,,
GRMZM2G055905,3194,0,15,,,
GRMZM2G055917,395,105,1,,,
GRMZM2G055936,1114,628,268,,,
GRMZM2G055957,3692,0,0,,,
GRMZM2G055960,1,129,1,,,
GRMZM2G055968,4,1,0,,,
GRMZM2G055970,1,0,15,,,
GRMZM2G055973,741,0,1081,,,
GRMZM2G055982,2686,0,2,,,
GRMZM2G055992,284,346,1,,,
GRMZM2G055999,4,10,0,,,
GRMZM2G056014,1932,0,3,,,
GRMZM2G056036,2356,25,1,,,
GRMZM2G056038,248,0,7,,,
GRMZM2G056039,602,0,23,,,
GRMZM2G056056,2,0,0,,,
GRMZM2G056068,4977,130,1070,,,
GRMZM2G056075,3,3,1,,,
GRMZM2G056078,181,0,58,,,
GRMZM2G056079,151,0,0,,,
GRMZM2G056081,3608,0,1021,,,
GRMZM2G056088,0,34,0,,,
GRMZM2G056093,1794,0,12,,,
GRMZM2G056099,1,0,9,,,
GRMZM2G056103,4428,17,1,,,
GRMZM2G056109,3518,0,19,,,
GRMZM2G056116,553,0,4,,,
GRMZM2G056120,471,0,1,,,
GRMZM2G056122,153,0,0,,,
GRMZM2G056143,48,0,2,,,
GRMZM2G056145,1,0,1,,,
GRMZM2G056166,1865,26,1,,,
GRMZM2G056231,4,1,5,,,
GRMZM2G056236,2,1026,75,,,
GRMZM2G056247,1947,468,7,,,
GRMZM2G056252,984,0,184,,,
GRMZM2G056270,1,0,7,,,
GRMZM2G056303,222,0,0,,,
GRMZM2G056329,14,0,64,,,
GRMZM2G056335,3668,0,155,,,
GRMZM2G056350,5835,3,492,,,
GRMZM2G056355,36,846,0,,,
GRMZM2G056357,1,522,1,,,
GRMZM2G056365,3270,0,0,,,
GRMZM2G056369,0,0,8,,,
GRMZM2G056373,156,0,6,,,
GRMZM2G056377,767,0,0,,,
GRMZM2G056388,32,0,0,,,
GRMZM2G056393,567,0,1,,,
GRMZM2G056403,1,0,1,,,
GRMZM2G056407,0,0,3,,,
GRMZM2G056418,7,0,0,,,
GRMZM2G056419,1,0,46,,,
GRMZM2G056424,0,2,2,,,
GRMZM2G056431,1024,0,8,,,
GRMZM2G056442,2,0,0,,,
GRMZM2G056462,10,3,1119,,,
GRMZM2G056467,1837,0,13,,,
GRMZM2G056469,69,0,0,,,
GRMZM2G056495,608,0,1120,,,
GRMZM2G056500,0,0,570,,,
GRMZM2G056501,2032,0,18,,,
GRMZM2G056505,2721,0,59,,,
GRMZM2G056513,2020,232,1082,,,
GRMZM2G056539,2105,0,0,,,
GRMZM2G056564,1124,0,1121,,,
GRMZM2G056569,4254,540,1,,,
GRMZM2G056572,1,0,9,,,
GRMZM2G056573,3892,19,1,,,
GRMZM2G056594,2754,0,0,,,
GRMZM2G056598,793,0,1,,,
GRMZM2G056600,4739,0,75,,,
GRMZM2G056606,1412,0,0,,,
GRMZM2G056608,2864,0,0,,,
GRMZM2G056612,464,737,1121,,,
GRMZM2G056629,0,15,8,,,
GRMZM2G056632,2648,403,22,,,
GRMZM2G056645,14,11,1,,,
GRMZM2G056661,8,0,1,,,
GRMZM2G056686,2355,2,0,,,
GRMZM2G056695,3829,0,1,,,
GRMZM2G056697,5010,0,0,,,
GRMZM2G056702,30,0,571,,,
GRMZM2G056732,4017,0,9,,,
GRMZM2G056743,969,0,0,,,
GRMZM2G056756,981,0,0,,,
GRMZM2G056762,1010,88,0,,,
GRMZM2G056766,70,0,1,,,
GRMZM2G056772,5,0,2,,,
GRMZM2G056773,1,0,1,,,
GRMZM2G056786,34,0,0,,,
GRMZM2G056799,102,24,0,,,
GRMZM2G056804,3383,0,2,,,
GRMZM2G056815,5,0,2,,,
GRMZM2G056849,2799,0,17,,,
GRMZM2G056851,3557,0,0,,,
GRMZM2G056867,3346,0,1122,,,
GRMZM2G056870,175,117,44,,,
GRMZM2G056875,495,0,0,,,
GRMZM2G056889,2,0,0,,,
GRMZM2G056903,2,0,0,,,
GRMZM2G056908,2,0,3,,,
GRMZM2G056916,6,543,1,,,
GRMZM2G056920,1605,0,1122,,,
GRMZM2G056929,545,15,25,,,
GRMZM2G056944,1714,569,15,,,
GRMZM2G056961,4032,2,2,,,
GRMZM2G056975,13,2,4,,,
GRMZM2G056986,5,0,0,,,
GRMZM2G056989,3,3,10,,,
GRMZM2G056996,5287,0,0,,,
GRMZM2G057000,4,3,23,,,
GRMZM2G057006,302,0,0,,,
GRMZM2G057011,750,0,0,,,
GRMZM2G057023,386,0,1,,,
GRMZM2G057026,351,0,1,,,
GRMZM2G057031,61,0,95,,,
GRMZM2G057037,1,218,825,,,
GRMZM2G057044,15,0,0,,,
GRMZM2G057056,3303,520,0,,,
GRMZM2G057057,1994,0,0,,,
GRMZM2G057065,2,0,0,,,
GRMZM2G057067,1,0,9,,,
GRMZM2G057075,88,0,0,,,
GRMZM2G057078,498,0,1,,,
GRMZM2G057084,2293,0,1,,,
GRMZM2G057091,3696,0,6,,,
GRMZM2G057093,172,0,0,,,
GRMZM2G057113,7,0,13,,,
GRMZM2G057116,7,0,13,,,
GRMZM2G057129,0,95,1,,,
GRMZM2G057131,463,15,2,,,
GRMZM2G057150,3,1,21,,,
GRMZM2G057158,2354,15,0,,,
GRMZM2G057159,1594,0,0,,,
GRMZM2G057176,23,0,0,,,
GRMZM2G057184,42,7,1,,,
GRMZM2G057186,2,2,126,,,
GRMZM2G057208,5862,0,7,,,
GRMZM2G057237,5502,0,0,,,
GRMZM2G057243,503,2,1123,,,
GRMZM2G057247,1515,0,3,,,
GRMZM2G057251,2,39,967,,,
GRMZM2G057258,1683,0,2,,,
GRMZM2G057260,2,0,0,,,
GRMZM2G057262,3744,0,0,,,
GRMZM2G057265,4943,475,1,,,
GRMZM2G057281,44,2,4,,,
GRMZM2G057283,2,0,878,,,
GRMZM2G057296,95,1028,0,,,
GRMZM2G057301,4,0,0,,,
GRMZM2G057305,1,0,2,,,
GRMZM2G057328,1,332,2,,,
GRMZM2G057329,3400,1,266,,,
GRMZM2G057369,3,1,0,,,
GRMZM2G057374,497,0,2,,,
GRMZM2G057380,1,723,1,,,
GRMZM2G057388,3,1,0,,,
GRMZM2G057394,129,234,1,,,
GRMZM2G057402,8,0,1,,,
GRMZM2G057408,159,0,0,,,
GRMZM2G057412,893,0,20,,,
GRMZM2G057413,26,0,45,,,
GRMZM2G057416,8,34,1,,,
GRMZM2G057436,4573,0,1,,,
GRMZM2G057437,1,716,1,,,
GRMZM2G057441,135,495,1,,,
GRMZM2G057448,3,12,10,,,
GRMZM2G057450,4238,12,10,,,
GRMZM2G057451,5398,52,63,,,
GRMZM2G057459,2,0,0,,,
GRMZM2G057466,1708,0,1,,,
GRMZM2G057475,756,0,0,,,
GRMZM2G057486,4,1,0,,,
GRMZM2G057506,7,0,0,,,
GRMZM2G057508,52,19,967,,,
GRMZM2G057509,7,0,13,,,
GRMZM2G057514,3602,0,0,,,
GRMZM2G057522,8,0,0,,,
GRMZM2G057525,3129,781,932,,,
GRMZM2G057529,807,0,0,,,
GRMZM2G057535,46,0,112,,,
GRMZM2G057554,889,2,2,,,
GRMZM2G057557,75,14,932,,,
GRMZM2G057567,1235,0,0,,,
GRMZM2G057571,4,1,572,,,
GRMZM2G057576,2,6,1,,,
GRMZM2G057602,110,0,0,,,
GRMZM2G057608,3,3,5,,,
GRMZM2G057611,2253,0,0,,,
GRMZM2G057616,3130,888,17,,,
GRMZM2G057618,1373,77,1,,,
GRMZM2G057623,1,34,1,,,
GRMZM2G057630,652,0,0,,,
GRMZM2G057642,1,3,1125,,,
GRMZM2G057646,1,666,1,,,
GRMZM2G057652,107,0,0,,,
GRMZM2G057672,7,22,13,,,
GRMZM2G057674,1,0,7,,,
GRMZM2G057690,4,1,0,,,
GRMZM2G057698,334,0,0,,,
GRMZM2G057733,3459,0,0,,,
GRMZM2G057743,33,0,1,,,
GRMZM2G057749,13,0,0,,,
GRMZM2G057753,5,0,160,,,
GRMZM2G057766,1022,0,0,,,
GRMZM2G057768,116,0,0,,,
GRMZM2G057778,2877,0,1,,,
GRMZM2G057779,1743,0,1126,,,
GRMZM2G057789,7,0,0,,,
GRMZM2G057820,2915,2,4,,,
GRMZM2G057823,1628,1030,3,,,
GRMZM2G057829,466,0,1127,,,
GRMZM2G057841,290,0,1128,,,
GRMZM2G057852,4,1,1126,,,
GRMZM2G057853,5824,7,0,,,
GRMZM2G057865,3,3,505,,,
GRMZM2G057907,1552,0,3,,,
GRMZM2G057910,775,0,0,,,
GRMZM2G057930,5,481,78,,,
GRMZM2G057935,1,0,1,,,
GRMZM2G057942,788,327,1,,,
GRMZM2G057950,2045,0,1129,,,
GRMZM2G057955,882,0,0,,,
GRMZM2G057958,466,0,0,,,
GRMZM2G057959,10,0,67,,,
GRMZM2G057963,793,0,3,,,
GRMZM2G057973,5199,0,0,,,
GRMZM2G057983,3418,660,0,,,
GRMZM2G058004,3280,0,0,,,
GRMZM2G058013,3,0,5,,,
GRMZM2G058021,4209,0,2,,,
GRMZM2G058024,7,0,0,,,
GRMZM2G058026,5,1219,0,,,
GRMZM2G058032,2,184,1130,,,
GRMZM2G058036,2917,0,0,,,
GRMZM2G058039,2850,0,467,,,
GRMZM2G058057,3,3,5,,,
GRMZM2G058075,664,0,0,,,
GRMZM2G058078,15,26,0,,,
GRMZM2G058081,2,0,0,,,
GRMZM2G058087,34,247,32,,,
GRMZM2G058089,2,0,1,,,
GRMZM2G058095,2,0,3,,,
GRMZM2G058098,3387,0,0,,,
GRMZM2G058105,1203,0,0,,,
GRMZM2G058120,3,0,0,,,
GRMZM2G058128,1,0,1,,,
GRMZM2G058133,2133,0,0,,,
GRMZM2G058138,1497,3,16,,,
GRMZM2G058155,8,0,382,,,
GRMZM2G058158,1501,0,1,,,
GRMZM2G058197,2783,4,9,,,
GRMZM2G058220,2162,0,0,,,
GRMZM2G058244,103,0,0,,,
GRMZM2G058250,239,2,6,,,
GRMZM2G058252,2292,233,0,,,
GRMZM2G058261,557,8,216,,,
GRMZM2G058276,3,9,10,,,
GRMZM2G058279,2278,0,0,,,
GRMZM2G058289,5716,0,9,,,
GRMZM2G058292,7,156,395,,,
GRMZM2G058300,3,26,5,,,
GRMZM2G058305,3035,0,8,,,
GRMZM2G058310,3041,1031,0,,,
GRMZM2G058340,2128,0,0,,,
GRMZM2G058345,3730,1186,1,,,
GRMZM2G058358,889,15,0,,,
GRMZM2G058366,2807,0,23,,,
GRMZM2G058374,1924,479,374,,,
GRMZM2G058394,2,0,94,,,
GRMZM2G058398,2,0,0,,,
GRMZM2G058402,201,0,2,,,
GRMZM2G058404,2558,0,117,,,
GRMZM2G058407,29,0,0,,,
GRMZM2G058414,512,31,0,,,
GRMZM2G058432,3,3,5,,,
GRMZM2G058441,1873,128,0,,,
GRMZM2G058447,0,2,2,,,
GRMZM2G058450,38,0,0,,,
GRMZM2G058451,15,0,0,,,
GRMZM2G058456,1255,92,225,,,
GRMZM2G058470,4475,0,0,,,
GRMZM2G058472,525,0,0,,,
GRMZM2G058474,372,0,0,,,
GRMZM2G058479,3173,1,0,,,
GRMZM2G058481,802,579,0,,,
GRMZM2G058484,1,0,1,,,
GRMZM2G058491,6,0,0,,,
GRMZM2G058496,1437,5,0,,,
GRMZM2G058498,614,17,109,,,
GRMZM2G058511,5955,0,1,,,
GRMZM2G058518,18,0,107,,,
GRMZM2G058522,427,214,138,,,
GRMZM2G058525,2443,886,1,,,
GRMZM2G058528,29,260,2,,,
GRMZM2G058531,2,20,473,,,
GRMZM2G058560,902,1,2,,,
GRMZM2G058568,5,4,2,,,
GRMZM2G058573,309,0,1,,,
GRMZM2G058584,1219,0,0,,,
GRMZM2G058591,404,0,0,,,
GRMZM2G058595,145,0,473,,,
GRMZM2G058612,88,0,1,,,
GRMZM2G058622,24,0,3,,,
GRMZM2G058632,5155,0,0,,,
GRMZM2G058655,156,171,453,,,
GRMZM2G058675,367,0,0,,,
GRMZM2G058681,1849,0,0,,,
GRMZM2G058685,5,0,1,,,
GRMZM2G058690,4,0,0,,,
GRMZM2G058702,3,280,2,,,
GRMZM2G058734,1,925,7,,,
GRMZM2G058745,1287,0,76,,,
GRMZM2G058760,12,0,17,,,
GRMZM2G058866,128,984,21,,,
GRMZM2G058868,362,0,51,,,
GRMZM2G058870,4278,21,1,,,
GRMZM2G058872,2136,0,0,,,
GRMZM2G058900,4620,1026,69,,,
GRMZM2G058910,2,431,1,,,
GRMZM2G058913,3,0,1,,,
GRMZM2G058923,3,3,5,,,
GRMZM2G058948,423,0,1,,,
GRMZM2G058954,3211,5,0,,,
GRMZM2G058966,2529,7,7,,,
GRMZM2G058970,8,69,1,,,
GRMZM2G059010,4,0,1,,,
GRMZM2G059012,3376,0,0,,,
GRMZM2G059013,6,0,1,,,
GRMZM2G059015,1,0,1,,,
GRMZM2G059018,0,0,1109,,,
GRMZM2G059021,905,5,2,,,
GRMZM2G059026,399,0,4,,,
GRMZM2G059029,1572,0,0,,,
GRMZM2G059037,1377,0,10,,,
GRMZM2G059039,3,0,1,,,
GRMZM2G059042,5,4,867,,,
GRMZM2G059064,2832,0,0,,,
GRMZM2G059073,20,0,0,,,
GRMZM2G059083,5971,2,4,,,
GRMZM2G059102,6,0,565,,,
GRMZM2G059106,34,29,0,,,
GRMZM2G059108,3224,0,0,,,
GRMZM2G059110,354,0,0,,,
GRMZM2G059117,4061,243,2,,,
GRMZM2G059121,5186,0,6,,,
GRMZM2G059124,101,0,0,,,
GRMZM2G059129,569,0,314,,,
GRMZM2G059132,15,0,0,,,
GRMZM2G059134,5464,0,0,,,
GRMZM2G059138,169,0,2,,,
GRMZM2G059151,1545,17,300,,,
GRMZM2G059167,1,0,1,,,
GRMZM2G059179,1,118,1,,,
GRMZM2G059191,4118,0,4,,,
GRMZM2G059212,324,0,1,,,
GRMZM2G059214,5098,0,0,,,
GRMZM2G059225,1263,7,1,,,
GRMZM2G059252,5527,888,458,,,
GRMZM2G059266,693,1,1,,,
GRMZM2G059282,395,15,300,,,
GRMZM2G059285,586,1033,0,,,
GRMZM2G059299,2539,0,8,,,
GRMZM2G059302,54,0,92,,,
GRMZM2G059306,5,1033,0,,,
GRMZM2G059308,918,0,0,,,
GRMZM2G059314,1387,0,0,,,
GRMZM2G059325,2082,7,209,,,
GRMZM2G059353,3230,15,0,,,
GRMZM2G059363,1803,0,808,,,
GRMZM2G059365,35,9,1,,,
GRMZM2G059381,337,0,85,,,
GRMZM2G059392,381,0,4,,,
