V1,ZmRoot,ZmSAM,ZmPAN,,,
GRMZM2G173858,1847,0,3,,,
GRMZM2G173863,2,0,3,,,
GRMZM2G173868,3840,0,1,,,
GRMZM2G173874,5855,0,9,,,
GRMZM2G173878,347,0,406,,,
GRMZM2G173882,22,0,17,,,
GRMZM2G173910,3295,0,185,,,
GRMZM2G173923,149,0,163,,,
GRMZM2G173928,532,0,20,,,
GRMZM2G173943,1,44,20,,,
GRMZM2G173962,842,11,1,,,
GRMZM2G173965,7,0,0,,,
GRMZM2G173967,6,0,469,,,
GRMZM2G173978,1,0,1,,,
GRMZM2G173989,873,0,1117,,,
GRMZM2G174031,590,0,0,,,
GRMZM2G174048,2135,0,0,,,
GRMZM2G174070,2,0,0,,,
GRMZM2G174099,3099,0,0,,,
GRMZM2G174107,73,2,4,,,
GRMZM2G174128,813,0,0,,,
GRMZM2G174136,835,0,7,,,
GRMZM2G174137,3,0,1,,,
GRMZM2G174145,1093,0,6,,,
GRMZM2G174149,1946,0,0,,,
GRMZM2G174170,1125,298,0,,,
GRMZM2G174196,5409,38,560,,,
GRMZM2G174202,0,545,1,,,
GRMZM2G174204,1818,100,0,,,
GRMZM2G174210,511,0,0,,,
GRMZM2G174221,1,44,560,,,
GRMZM2G174236,3,0,10,,,
GRMZM2G174240,5724,1,0,,,
GRMZM2G174249,14,0,560,,,
GRMZM2G174274,24,0,0,,,
GRMZM2G174284,5209,0,3,,,
GRMZM2G174286,6,0,509,,,
GRMZM2G174310,2,0,0,,,
GRMZM2G174315,7,36,20,,,
GRMZM2G174335,1,351,1112,,,
GRMZM2G174343,572,0,0,,,
GRMZM2G174347,7,0,2,,,
GRMZM2G174370,3008,0,0,,,
GRMZM2G174396,3214,0,7,,,
GRMZM2G174427,0,0,2,,,
GRMZM2G174441,1,0,0,,,
GRMZM2G174444,38,3,16,,,
GRMZM2G174449,2099,0,0,,,
GRMZM2G174458,2004,0,0,,,
GRMZM2G174479,5,1,594,,,
GRMZM2G174481,2004,628,0,,,
GRMZM2G174511,5,0,2,,,
GRMZM2G174537,4986,0,677,,,
GRMZM2G174549,3760,0,3,,,
GRMZM2G174554,502,724,0,,,
GRMZM2G174558,3040,0,0,,,
GRMZM2G174568,1,0,9,,,
GRMZM2G174570,1048,3,0,,,
GRMZM2G174572,2683,122,1,,,
GRMZM2G174574,0,0,390,,,
GRMZM2G174585,1290,0,0,,,
GRMZM2G174589,1864,0,605,,,
GRMZM2G174596,2198,0,0,,,
GRMZM2G174598,1486,20,0,,,
GRMZM2G174610,5688,7,0,,,
GRMZM2G174615,7,0,605,,,
GRMZM2G174619,2957,428,9,,,
GRMZM2G174621,5,0,0,,,
GRMZM2G174638,31,237,1220,,,
GRMZM2G174644,1232,11,0,,,
GRMZM2G174645,1119,0,0,,,
GRMZM2G174667,1,0,0,,,
GRMZM2G174671,454,15,9,,,
GRMZM2G174673,2,28,1023,,,
GRMZM2G174675,92,0,2,,,
GRMZM2G174680,1022,4,2,,,
GRMZM2G174696,3,3,22,,,
GRMZM2G174699,103,0,0,,,
GRMZM2G174708,55,0,0,,,
GRMZM2G174716,1120,0,209,,,
GRMZM2G174730,2,773,9,,,
GRMZM2G174732,5036,0,3,,,
GRMZM2G174736,1260,0,0,,,
GRMZM2G174738,2489,0,61,,,
GRMZM2G174739,771,0,0,,,
GRMZM2G174741,0,3,1104,,,
GRMZM2G174757,3,9,10,,,
GRMZM2G174769,1916,0,0,,,
GRMZM2G174776,4160,1,2,,,
GRMZM2G174784,5491,0,293,,,
GRMZM2G174785,171,0,1,,,
GRMZM2G174797,3192,16,1,,,
GRMZM2G174799,2,33,420,,,
GRMZM2G174803,37,13,729,,,
GRMZM2G174807,2,130,0,,,
GRMZM2G174830,686,0,1,,,
GRMZM2G174834,9,0,0,,,
GRMZM2G174855,4,0,206,,,
GRMZM2G174896,15,29,154,,,
GRMZM2G174906,1263,3,0,,,
GRMZM2G174917,5,151,2,,,
GRMZM2G174919,1392,0,0,,,
GRMZM2G174926,1,0,1,,,
GRMZM2G174938,1,0,1,,,
GRMZM2G174949,2709,0,0,,,
GRMZM2G174971,2568,0,0,,,
GRMZM2G174975,2427,0,162,,,
GRMZM2G174984,1983,2,4,,,
GRMZM2G174990,548,0,664,,,
GRMZM2G175000,5230,0,46,,,
GRMZM2G175008,150,0,606,,,
GRMZM2G175019,0,0,154,,,
GRMZM2G175031,1218,0,2,,,
GRMZM2G175038,4135,0,2,,,
GRMZM2G175065,9,10,0,,,
GRMZM2G175071,15,0,7,,,
GRMZM2G175076,330,1151,40,,,
GRMZM2G175082,408,0,3,,,
GRMZM2G175089,278,70,664,,,
GRMZM2G175134,2,194,24,,,
GRMZM2G175137,890,0,0,,,
GRMZM2G175140,2424,0,55,,,
GRMZM2G175164,3774,0,0,,,
GRMZM2G175171,1446,422,0,,,
GRMZM2G175177,1372,428,164,,,
GRMZM2G175188,1407,0,1283,,,
GRMZM2G175218,1,0,2,,,
GRMZM2G175232,18,0,2,,,
GRMZM2G175236,2,0,0,,,
GRMZM2G175258,137,0,0,,,
GRMZM2G175265,44,2,460,,,
GRMZM2G175269,6,1,165,,,
GRMZM2G175272,1,15,79,,,
GRMZM2G175273,475,227,2,,,
GRMZM2G175280,7,1,1,,,
GRMZM2G175288,5953,0,0,,,
GRMZM2G175313,2297,0,0,,,
GRMZM2G175362,2,91,90,,,
GRMZM2G175396,5,251,2,,,
GRMZM2G175398,967,0,0,,,
GRMZM2G175401,0,0,2,,,
GRMZM2G175406,21,0,0,,,
GRMZM2G175419,5092,0,9,,,
GRMZM2G175423,4533,0,7,,,
GRMZM2G175425,5,0,2,,,
GRMZM2G175444,6,0,0,,,
GRMZM2G175447,1534,0,4,,,
GRMZM2G175453,6,2,4,,,
GRMZM2G175463,4567,0,1,,,
GRMZM2G175474,3506,0,0,,,
GRMZM2G175499,2,0,2,,,
GRMZM2G175504,25,0,1,,,
GRMZM2G175510,3,9,1,,,
GRMZM2G175541,3577,0,0,,,
GRMZM2G175543,5256,256,2,,,
GRMZM2G175549,317,5,19,,,
GRMZM2G175562,3805,2,4,,,
GRMZM2G175563,1,0,1,,,
GRMZM2G175574,17,719,0,,,
GRMZM2G175593,30,0,64,,,
GRMZM2G175642,51,482,11,,,
GRMZM2G175661,10,0,1,,,
GRMZM2G175676,1,0,39,,,
GRMZM2G175718,203,76,1166,,,
GRMZM2G175728,881,0,138,,,
GRMZM2G175761,18,0,0,,,
GRMZM2G175782,3568,0,173,,,
GRMZM2G175797,1249,0,0,,,
GRMZM2G175799,66,1152,413,,,
GRMZM2G175816,31,0,501,,,
GRMZM2G175818,3,292,447,,,
GRMZM2G175860,268,0,12,,,
GRMZM2G175867,4973,603,6,,,
GRMZM2G175870,246,0,0,,,
GRMZM2G175874,3523,0,0,,,
GRMZM2G175910,3624,820,0,,,
GRMZM2G175927,7,0,0,,,
GRMZM2G175930,480,8,0,,,
GRMZM2G175952,2,0,94,,,
GRMZM2G175989,0,2,2,,,
GRMZM2G175995,10,0,0,,,
GRMZM2G176028,81,79,0,,,
GRMZM2G176029,14,0,16,,,
GRMZM2G176047,4,1,1,,,
GRMZM2G176056,2,0,24,,,
GRMZM2G176063,0,297,0,,,
GRMZM2G176085,1337,0,0,,,
GRMZM2G176117,2236,0,0,,,
GRMZM2G176131,2142,0,0,,,
GRMZM2G176133,87,1,0,,,
GRMZM2G176141,5,0,0,,,
GRMZM2G176173,1698,18,2,,,
GRMZM2G176175,3648,0,65,,,
GRMZM2G176182,7,0,0,,,
GRMZM2G176206,2726,0,314,,,
GRMZM2G176209,2,0,2,,,
GRMZM2G176217,4,1,0,,,
GRMZM2G176225,436,367,636,,,
GRMZM2G176230,9,0,19,,,
GRMZM2G176235,2,0,11,,,
GRMZM2G176253,3097,18,2,,,
GRMZM2G176270,4,0,14,,,
GRMZM2G176274,839,0,0,,,
GRMZM2G176282,3471,0,1,,,
GRMZM2G176289,1964,0,0,,,
GRMZM2G176301,1696,0,0,,,
GRMZM2G176304,536,0,0,,,
GRMZM2G176307,1630,0,44,,,
GRMZM2G176327,5719,0,0,,,
GRMZM2G176340,4,10,95,,,
GRMZM2G176347,2150,0,2,,,
GRMZM2G176352,2236,0,0,,,
GRMZM2G176358,265,1,0,,,
GRMZM2G176375,3275,0,2,,,
GRMZM2G176382,428,0,0,,,
GRMZM2G176394,2,0,2,,,
GRMZM2G176396,1385,0,0,,,
GRMZM2G176397,2,865,1,,,
GRMZM2G176403,890,0,0,,,
GRMZM2G176407,865,327,12,,,
GRMZM2G176430,11,0,7,,,
GRMZM2G176433,118,0,0,,,
GRMZM2G176437,3088,0,0,,,
GRMZM2G176443,2012,11,1,,,
GRMZM2G176446,0,0,1040,,,
GRMZM2G176455,0,0,538,,,
GRMZM2G176465,1,16,1,,,
GRMZM2G176472,4920,0,0,,,
GRMZM2G176486,4,0,2,,,
GRMZM2G176495,293,0,0,,,
GRMZM2G176499,784,0,1157,,,
GRMZM2G176506,1,0,501,,,
GRMZM2G176519,1439,102,99,,,
GRMZM2G176521,553,0,0,,,
GRMZM2G176523,914,0,12,,,
GRMZM2G176537,199,0,0,,,
GRMZM2G176542,786,0,1,,,
GRMZM2G176546,85,0,20,,,
GRMZM2G176548,2322,0,909,,,
GRMZM2G176558,5452,0,0,,,
GRMZM2G176568,27,0,0,,,
GRMZM2G176576,5,0,12,,,
GRMZM2G176595,10,1018,33,,,
GRMZM2G176605,5,0,3,,,
GRMZM2G176612,3403,21,1079,,,
GRMZM2G176630,7,12,0,,,
GRMZM2G176638,17,1,156,,,
GRMZM2G176647,2823,0,1,,,
GRMZM2G176651,2,10,0,,,
GRMZM2G176655,578,0,0,,,
GRMZM2G176662,2731,730,0,,,
GRMZM2G176665,481,5,0,,,
GRMZM2G176677,1393,0,39,,,
GRMZM2G176688,99,0,1298,,,
GRMZM2G176698,1,13,1,,,
GRMZM2G176699,157,0,0,,,
GRMZM2G176707,366,0,16,,,
GRMZM2G176721,2240,0,0,,,
GRMZM2G176723,435,0,1298,,,
GRMZM2G176735,109,0,1,,,
GRMZM2G176737,13,0,284,,,
GRMZM2G176748,5146,0,0,,,
GRMZM2G176759,3015,0,0,,,
GRMZM2G176774,3006,0,0,,,
GRMZM2G176780,6,0,378,,,
GRMZM2G176798,1081,0,0,,,
GRMZM2G176820,3429,8,2,,,
GRMZM2G176834,0,15,0,,,
GRMZM2G176840,753,2,4,,,
GRMZM2G176841,2,0,24,,,
GRMZM2G176881,4691,0,15,,,
GRMZM2G176903,1827,0,0,,,
GRMZM2G176905,770,0,0,,,
GRMZM2G176910,19,0,0,,,
GRMZM2G176912,874,1,0,,,
GRMZM2G176922,492,15,47,,,
GRMZM2G176943,2202,0,0,,,
GRMZM2G176962,1833,0,699,,,
GRMZM2G176977,2759,0,8,,,
GRMZM2G176995,381,0,1196,,,
GRMZM2G176998,3578,0,491,,,
GRMZM2G177001,2,539,3,,,
GRMZM2G177005,1595,359,7,,,
GRMZM2G177019,644,0,0,,,
GRMZM2G177026,4235,197,2,,,
GRMZM2G177050,4182,22,2,,,
GRMZM2G177052,53,741,1,,,
GRMZM2G177061,0,0,175,,,
GRMZM2G177070,1237,0,6,,,
GRMZM2G177072,31,119,0,,,
GRMZM2G177076,2,0,24,,,
GRMZM2G177077,12,0,17,,,
GRMZM2G177095,6,0,0,,,
GRMZM2G177098,3,71,0,,,
GRMZM2G177104,5394,0,0,,,
GRMZM2G177150,0,0,133,,,
GRMZM2G177151,958,3,0,,,
GRMZM2G177165,4,1,14,,,
GRMZM2G177169,1735,2,972,,,
GRMZM2G177198,5981,0,0,,,
GRMZM2G177203,0,0,182,,,
GRMZM2G177213,6,0,214,,,
GRMZM2G177218,588,0,0,,,
GRMZM2G177220,1530,0,7,,,
GRMZM2G177224,359,9,26,,,
GRMZM2G177227,7,22,13,,,
GRMZM2G177229,1,0,11,,,
GRMZM2G177231,2632,0,2,,,
GRMZM2G177242,2,67,52,,,
GRMZM2G177244,1910,0,0,,,
GRMZM2G177259,5478,120,1,,,
GRMZM2G177263,479,605,0,,,
GRMZM2G177273,2760,125,1,,,
GRMZM2G177276,1,5,21,,,
GRMZM2G177284,0,4,0,,,
GRMZM2G177298,3476,0,0,,,
GRMZM2G177300,3841,38,0,,,
GRMZM2G177314,0,0,83,,,
GRMZM2G177324,5217,1153,1,,,
GRMZM2G177340,7,0,0,,,
GRMZM2G177349,3052,0,0,,,
GRMZM2G177356,7,0,13,,,
GRMZM2G177384,340,0,0,,,
GRMZM2G177386,6,0,111,,,
GRMZM2G177400,22,0,0,,,
GRMZM2G177412,3278,2,30,,,
GRMZM2G177432,5,47,2,,,
GRMZM2G177438,593,0,0,,,
GRMZM2G177445,4,28,3,,,
GRMZM2G177447,8,0,1,,,
GRMZM2G177461,2028,0,0,,,
GRMZM2G177491,2,0,601,,,
GRMZM2G177510,217,0,13,,,
GRMZM2G177518,16,2,12,,,
GRMZM2G177532,921,0,0,,,
GRMZM2G177535,60,0,62,,,
GRMZM2G177539,120,0,12,,,
GRMZM2G177561,1158,0,1299,,,
GRMZM2G177570,14,0,20,,,
GRMZM2G177575,4314,0,1,,,
GRMZM2G177596,4,1,14,,,
GRMZM2G177599,3,557,2,,,
GRMZM2G177617,5281,0,79,,,
GRMZM2G177621,403,563,9,,,
GRMZM2G177631,2,14,3,,,
GRMZM2G177654,3,7,0,,,
GRMZM2G177659,12,120,18,,,
GRMZM2G177668,7,0,780,,,
GRMZM2G177693,2186,0,904,,,
GRMZM2G177715,4488,0,0,,,
GRMZM2G177720,3,3,736,,,
GRMZM2G177726,529,0,0,,,
GRMZM2G177771,8,13,1,,,
GRMZM2G177781,1,12,130,,,
GRMZM2G177792,139,0,0,,,
GRMZM2G177812,0,0,12,,,
GRMZM2G177828,276,0,21,,,
GRMZM2G177842,1,586,35,,,
GRMZM2G177845,3,0,0,,,
GRMZM2G177853,3380,652,16,,,
GRMZM2G177863,2,0,0,,,
GRMZM2G177867,4,32,1,,,
GRMZM2G177878,171,0,11,,,
GRMZM2G177883,247,0,8,,,
GRMZM2G177885,3,12,5,,,
GRMZM2G177894,1032,0,0,,,
GRMZM2G177895,1152,2,5,,,
GRMZM2G177901,268,0,0,,,
GRMZM2G177912,869,742,5,,,
GRMZM2G177914,1176,0,0,,,
GRMZM2G177923,2,14,78,,,
GRMZM2G177928,2,0,11,,,
GRMZM2G177929,1242,0,0,,,
GRMZM2G177937,161,0,78,,,
GRMZM2G177940,158,963,0,,,
GRMZM2G177942,3,3,0,,,
GRMZM2G177947,965,597,22,,,
GRMZM2G177970,5620,564,6,,,
GRMZM2G177974,1,310,869,,,
GRMZM2G177982,6,0,0,,,
GRMZM2G177991,1680,0,0,,,
GRMZM2G178005,5,1,2,,,
GRMZM2G178014,4,136,0,,,
GRMZM2G178025,2,99,3,,,
GRMZM2G178038,5332,0,0,,,
GRMZM2G178046,9,0,0,,,
GRMZM2G178072,599,619,94,,,
GRMZM2G178074,327,0,12,,,
GRMZM2G178079,99,0,3,,,
GRMZM2G178102,2,162,3,,,
GRMZM2G178106,4,434,1,,,
GRMZM2G178120,1,9,1,,,
GRMZM2G178140,5246,0,0,,,
GRMZM2G178169,5629,0,703,,,
GRMZM2G178176,0,274,0,,,
GRMZM2G178182,2434,0,0,,,
GRMZM2G178190,718,16,45,,,
GRMZM2G178192,490,2,4,,,
GRMZM2G178199,5,0,0,,,
GRMZM2G178209,2847,0,8,,,
GRMZM2G178215,121,1,0,,,
GRMZM2G178227,1,0,1,,,
GRMZM2G178229,1783,0,0,,,
GRMZM2G178236,4801,475,1,,,
GRMZM2G178244,32,0,0,,,
GRMZM2G178254,0,6,1,,,
GRMZM2G178261,4,10,80,,,
GRMZM2G178278,824,352,1,,,
GRMZM2G178279,28,0,530,,,
GRMZM2G178289,1053,0,0,,,
GRMZM2G178294,1,515,221,,,
GRMZM2G178319,1,0,1,,,
GRMZM2G178321,1,0,0,,,
GRMZM2G178333,4006,43,0,,,
GRMZM2G178341,3,3,5,,,
GRMZM2G178346,4,0,521,,,
GRMZM2G178351,4376,0,0,,,
GRMZM2G178371,0,146,246,,,
GRMZM2G178398,1760,14,1,,,
GRMZM2G178415,1618,1154,980,,,
GRMZM2G178432,0,3,3,,,
GRMZM2G178460,4592,0,2,,,
GRMZM2G178486,250,0,52,,,
GRMZM2G178497,25,1,2,,,
GRMZM2G178509,14,0,7,,,
GRMZM2G178517,2007,0,7,,,
GRMZM2G178522,4516,0,2,,,
GRMZM2G178533,4807,0,0,,,
GRMZM2G178537,1,0,0,,,
GRMZM2G178546,174,0,3,,,
GRMZM2G178571,18,0,2,,,
GRMZM2G178576,4,3,737,,,
GRMZM2G178595,165,0,7,,,
GRMZM2G178602,3646,0,1,,,
GRMZM2G178603,727,0,164,,,
GRMZM2G178616,1,389,25,,,
GRMZM2G178618,3,11,1,,,
GRMZM2G178645,718,0,64,,,
GRMZM2G178650,1459,0,9,,,
GRMZM2G178663,1,0,598,,,
GRMZM2G178681,743,0,1073,,,
GRMZM2G178686,4,0,0,,,
GRMZM2G178693,234,0,3,,,
GRMZM2G178704,5768,0,0,,,
GRMZM2G178709,41,0,1073,,,
GRMZM2G178734,5,0,0,,,
GRMZM2G178741,162,0,0,,,
GRMZM2G178753,1205,0,0,,,
GRMZM2G178756,5,220,3,,,
GRMZM2G178758,1,0,1,,,
GRMZM2G178769,438,0,0,,,
GRMZM2G178775,3505,2,2,,,
GRMZM2G178787,410,571,0,,,
GRMZM2G178795,5,0,2,,,
GRMZM2G178797,1888,0,941,,,
GRMZM2G178801,1,19,0,,,
GRMZM2G178807,3,3,5,,,
GRMZM2G178815,5,0,0,,,
GRMZM2G178817,1261,0,0,,,
GRMZM2G178822,1146,14,1,,,
GRMZM2G178826,5850,571,0,,,
GRMZM2G178829,5,0,2,,,
GRMZM2G178839,4555,0,13,,,
GRMZM2G178847,2176,0,557,,,
GRMZM2G178852,1166,700,0,,,
GRMZM2G178859,2200,0,557,,,
GRMZM2G178875,486,0,0,,,
GRMZM2G178880,2,0,0,,,
GRMZM2G178886,5070,0,0,,,
GRMZM2G178887,5,0,0,,,
GRMZM2G178892,5659,0,1,,,
GRMZM2G178906,1436,0,0,,,
GRMZM2G178910,774,7,73,,,
GRMZM2G178913,3002,0,0,,,
GRMZM2G178917,2371,2,6,,,
GRMZM2G178919,58,393,0,,,
GRMZM2G178924,2590,0,0,,,
GRMZM2G178945,4391,25,1,,,
GRMZM2G178955,2203,0,3,,,
GRMZM2G178958,64,0,8,,,
GRMZM2G178960,21,0,1129,,,
GRMZM2G178968,3,3,5,,,
GRMZM2G178972,1663,0,1113,,,
GRMZM2G178990,2130,0,0,,,
GRMZM2G178996,569,585,1,,,
GRMZM2G178998,1344,0,0,,,
GRMZM2G179002,4992,546,3,,,
GRMZM2G179005,4,1,867,,,
GRMZM2G179024,5389,0,12,,,
GRMZM2G179031,2298,0,2,,,
GRMZM2G179049,4260,0,0,,,
GRMZM2G179063,495,0,68,,,
GRMZM2G179069,3408,194,1252,,,
GRMZM2G179090,1603,0,9,,,
GRMZM2G179097,1,406,1,,,
GRMZM2G179106,1,620,7,,,
GRMZM2G179120,2,224,261,,,
GRMZM2G179133,4,0,63,,,
GRMZM2G179138,2892,0,0,,,
GRMZM2G179143,269,0,0,,,
GRMZM2G179146,5374,2,28,,,
GRMZM2G179147,3172,0,13,,,
GRMZM2G179155,1,0,378,,,
GRMZM2G179170,405,21,1,,,
GRMZM2G179215,490,0,0,,,
GRMZM2G179217,407,38,382,,,
GRMZM2G179220,1320,111,348,,,
GRMZM2G179253,1261,0,2,,,
GRMZM2G179264,1452,0,0,,,
GRMZM2G179268,4969,0,0,,,
GRMZM2G179281,1512,0,0,,,
GRMZM2G179292,1903,2,12,,,
GRMZM2G179294,192,0,17,,,
GRMZM2G179301,766,0,104,,,
GRMZM2G179308,5277,605,593,,,
GRMZM2G179317,0,375,0,,,
GRMZM2G179325,0,0,3,,,
GRMZM2G179329,2810,0,160,,,
GRMZM2G179336,3657,56,1,,,
GRMZM2G179346,29,3,32,,,
GRMZM2G179349,5871,0,7,,,
GRMZM2G179351,983,0,0,,,
GRMZM2G179366,3259,7,14,,,
GRMZM2G179411,1259,554,0,,,
GRMZM2G179421,3081,37,1,,,
GRMZM2G179424,4,689,1,,,
GRMZM2G179429,252,0,1326,,,
GRMZM2G179432,3659,89,18,,,
GRMZM2G179454,5566,0,0,,,
GRMZM2G179459,212,7,1,,,
GRMZM2G179462,6,0,11,,,
GRMZM2G179465,568,0,1204,,,
GRMZM2G179473,2084,0,755,,,
GRMZM2G179476,98,5,0,,,
GRMZM2G179501,1636,0,0,,,
GRMZM2G179504,4921,0,3,,,
GRMZM2G179505,5390,13,1,,,
GRMZM2G179507,111,250,0,,,
GRMZM2G179518,5156,2,0,,,
GRMZM2G179521,1662,0,0,,,
GRMZM2G179523,1,0,7,,,
GRMZM2G179528,825,0,8,,,
GRMZM2G179532,1713,7,12,,,
GRMZM2G179550,30,0,1300,,,
GRMZM2G179551,4224,0,0,,,
GRMZM2G179616,1361,0,0,,,
GRMZM2G179633,139,0,28,,,
GRMZM2G179638,3483,50,0,,,
GRMZM2G179658,6,0,0,,,
GRMZM2G179662,1,0,1,,,
GRMZM2G179677,13,43,0,,,
GRMZM2G179679,1422,0,0,,,
GRMZM2G179685,1167,0,0,,,
GRMZM2G179689,0,128,0,,,
GRMZM2G179693,3897,0,2,,,
GRMZM2G179696,695,1010,2,,,
GRMZM2G179703,1,262,2,,,
GRMZM2G179715,3309,0,0,,,
GRMZM2G179720,8,0,1,,,
GRMZM2G179732,2853,0,15,,,
GRMZM2G179733,5127,0,0,,,
GRMZM2G179737,66,359,0,,,
GRMZM2G179761,6,0,0,,,
GRMZM2G179768,5,0,13,,,
GRMZM2G179777,4618,0,1273,,,
GRMZM2G179792,2,0,8,,,
GRMZM2G179793,243,0,0,,,
GRMZM2G179797,1729,1,3,,,
GRMZM2G179800,865,0,7,,,
GRMZM2G179802,4299,0,3,,,
GRMZM2G179810,2543,0,0,,,
GRMZM2G179814,1935,5,0,,,
GRMZM2G179827,1928,0,0,,,
GRMZM2G179848,3562,7,0,,,
GRMZM2G179906,1350,519,80,,,
GRMZM2G179907,0,152,29,,,
GRMZM2G179941,8,487,1,,,
GRMZM2G179976,3,3,5,,,
GRMZM2G179981,1005,135,18,,,
GRMZM2G179985,4102,979,23,,,
GRMZM2G180021,3263,383,0,,,
GRMZM2G180023,28,0,0,,,
GRMZM2G180027,2699,32,1,,,
GRMZM2G180054,3047,0,0,,,
GRMZM2G180065,5697,13,1,,,
GRMZM2G180071,78,0,0,,,
GRMZM2G180080,1085,0,0,,,
GRMZM2G180082,2126,0,0,,,
GRMZM2G180086,56,0,425,,,
GRMZM2G180150,173,270,1,,,
GRMZM2G180155,1300,0,0,,,
GRMZM2G180166,1300,0,0,,,
GRMZM2G180168,10,0,0,,,
GRMZM2G180172,3,0,0,,,
GRMZM2G180195,364,0,0,,,
GRMZM2G180205,670,3,1301,,,
GRMZM2G180211,7,467,3,,,
GRMZM2G180218,1287,130,885,,,
GRMZM2G180232,1419,0,0,,,
GRMZM2G180244,1223,0,537,,,
GRMZM2G180246,4,1,14,,,
GRMZM2G180249,3,0,1301,,,
GRMZM2G180251,0,1,0,,,
GRMZM2G180254,1223,0,537,,,
GRMZM2G180258,106,0,0,,,
GRMZM2G180262,1045,0,0,,,
GRMZM2G180283,1127,653,40,,,
GRMZM2G180324,4,0,0,,,
GRMZM2G180328,6,0,48,,,
GRMZM2G180330,107,0,0,,,
GRMZM2G180335,5516,93,1,,,
GRMZM2G180372,1290,0,101,,,
GRMZM2G180384,1293,0,21,,,
GRMZM2G180399,4875,0,6,,,
GRMZM2G180406,680,682,312,,,
GRMZM2G180418,854,2,6,,,
GRMZM2G180419,2278,172,0,,,
GRMZM2G180422,6,0,0,,,
GRMZM2G180430,73,0,0,,,
GRMZM2G180435,2009,0,0,,,
GRMZM2G180452,1041,0,0,,,
GRMZM2G180458,1,0,940,,,
GRMZM2G180471,1,0,20,,,
GRMZM2G180509,172,0,0,,,
GRMZM2G180519,2051,0,0,,,
GRMZM2G180547,677,0,60,,,
GRMZM2G180552,361,0,0,,,
GRMZM2G180555,818,0,12,,,
GRMZM2G180558,399,0,0,,,
GRMZM2G180559,1540,0,0,,,
GRMZM2G180568,868,0,0,,,
GRMZM2G180575,1543,271,3,,,
GRMZM2G180578,3,3,2,,,
GRMZM2G180596,1571,0,3,,,
GRMZM2G180605,3,0,0,,,
GRMZM2G180612,1,0,4,,,
GRMZM2G180620,47,260,155,,,
GRMZM2G180622,5779,409,0,,,
GRMZM2G180625,0,0,3,,,
GRMZM2G180639,67,0,0,,,
GRMZM2G180650,101,0,0,,,
GRMZM2G180654,2714,5,0,,,
GRMZM2G180659,5433,18,9,,,
GRMZM2G180668,5,943,2,,,
GRMZM2G180691,2000,379,11,,,
GRMZM2G180697,3492,1,0,,,
GRMZM2G180699,1249,0,8,,,
GRMZM2G180704,5370,13,1,,,
GRMZM2G180716,1094,7,0,,,
GRMZM2G180720,12,987,17,,,
GRMZM2G180724,3,1,5,,,
GRMZM2G180728,1317,10,1,,,
GRMZM2G180732,3305,183,1,,,
GRMZM2G180775,3015,0,13,,,
GRMZM2G180811,1,0,1,,,
GRMZM2G180815,0,7,14,,,
GRMZM2G180847,5611,156,0,,,
GRMZM2G180863,598,0,207,,,
GRMZM2G180870,2,1,0,,,
GRMZM2G180876,478,0,0,,,
GRMZM2G180879,2619,0,0,,,
GRMZM2G180889,543,0,18,,,
GRMZM2G180903,2274,0,0,,,
GRMZM2G180909,219,3,0,,,
GRMZM2G180916,6,0,3,,,
GRMZM2G180920,2,0,2,,,
GRMZM2G180922,1249,810,27,,,
GRMZM2G180926,9,0,19,,,
GRMZM2G180930,26,1017,27,,,
GRMZM2G180947,164,0,0,,,
GRMZM2G180950,141,0,0,,,
GRMZM2G180951,184,0,1,,,
GRMZM2G180967,4140,0,3,,,
GRMZM2G180971,6,0,0,,,
GRMZM2G180975,2,0,0,,,
GRMZM2G180979,5418,0,1,,,
GRMZM2G180982,71,175,0,,,
GRMZM2G180983,20,0,1,,,
GRMZM2G180988,2,766,1,,,
GRMZM2G180990,3,302,15,,,
GRMZM2G181000,6,18,0,,,
GRMZM2G181002,1,1209,1,,,
GRMZM2G181018,329,175,0,,,
GRMZM2G181028,1051,0,1,,,
GRMZM2G181030,2180,0,0,,,
GRMZM2G181081,1219,0,1156,,,
GRMZM2G181104,27,58,1,,,
GRMZM2G181135,1155,0,0,,,
GRMZM2G181148,1300,0,0,,,
GRMZM2G181151,2,6,79,,,
GRMZM2G181153,4,1,5,,,
GRMZM2G181158,8,0,1,,,
GRMZM2G181192,550,0,215,,,
GRMZM2G181194,3,3,0,,,
GRMZM2G181206,2014,0,0,,,
GRMZM2G181219,2,1,2,,,
GRMZM2G181227,314,0,8,,,
GRMZM2G181231,2,0,2,,,
GRMZM2G181236,7,0,8,,,
GRMZM2G181251,1,240,1,,,
GRMZM2G181258,0,2,4,,,
GRMZM2G181259,19,0,0,,,
GRMZM2G181266,546,0,0,,,
GRMZM2G181269,25,862,0,,,
GRMZM2G181273,2065,0,0,,,
GRMZM2G181336,3,3,5,,,
GRMZM2G181354,827,0,0,,,
GRMZM2G181358,4,0,0,,,
GRMZM2G181359,5197,206,675,,,
GRMZM2G181362,657,0,7,,,
GRMZM2G181371,0,1155,420,,,
GRMZM2G181376,0,1155,0,,,
GRMZM2G181378,2105,0,0,,,
GRMZM2G181390,3,1,0,,,
GRMZM2G181415,1658,0,0,,,
GRMZM2G181422,3,0,518,,,
GRMZM2G181453,1,390,1,,,
GRMZM2G181456,71,0,0,,,
