Phospho_Root_Tissues	Phospho_Root_Meristem	Phospho_Root_Meristem_Elong	Phospho_Root_Meristem_Elong_2	Phospho_Root_Cortex	Phospho_Root_Cortex_Silk	Phospho_Root_Cortex_&_Silk	Phospho_Multiple_7	Phospho_Multiple_6	Phospho_Multiple_5	Phospho_Multiple_1	Phospho_Mature_Pollen	Phospho_Mature_Leaf	Phospho_Leaf_Zone_3	Phospho_Leaf_Zone_3_&_Embryo_20	Phospho_Internodes	"Phospho_Internode,Silk,Pr.Root"	Phospho_Germinating_Kernals	Phospho_Endosperm_Crown	Phospho_Endosperm_12_DAP	Phospho_EndoCrown_&_PericapAl	Phospho_Embryo_20_DAP	"Phospho_EarPrim,Leaf1-3Embr20"	Phospho_Dividing_Meristematic	RNA_Silk	RNA_Silk_&_Famale_Spiklet	RNA_Root_Tissues	RNA_Root_Meristem	RNA_Root_Meristem_Elongation	RNA_Root_Cortex	RNA_Root_Cortex_2	RNA_Pericarp_Aleurone	RNA_Multiple_Dividing_Tissues	RNA_Multiple_4	RNA_Mature_Pollen	RNA_Mature_Leaf_8	RNA_Internodes_&_Veg.Meristem	RNA_Germinating_Kernals	RNA_Germinating_Kernals_2	RNA_FemaleSpikIt_&_VegMeristem	RNA_Female_Spikelet_&_Internode	RNA_Endosperm_12_DAP	RNA_EndoCrown_&_PericarpAl	RNA_Embryo	RNA_Embryo_20_DAP	RNA_Embryo_Ear_Primordia	RNA_Ear_Primordia	"RNA_EarPrim,Leaf1-3,Embr20"	Protein_Dividing_Meristematic	Protein_EndoCrown&PericarpAl	Protein_Germinating_Kernals	Protein_Internodes_2	Protein_Internodes	Protein_Leaf_Zone_3	Protein_Mature_Leaf_8	Protein_Mature_Pollen	Protein_Multiple_1	Protein_Multiple_2	Protein_Multiple_3	Protein_Pericarp_Aleurone	Protein_PrimaryRoot&RootCortex	Protein_Root_Cortex_Silk	Protein_Root_Cortex	Protein_Root_Meristem	Protein_Root_Tissues	Protein_Young_Seed_(En&Em)
																														GRMZM2G001096																	GRMZM2G002626	GRMZM2G476652																	
																														GRMZM2G170509																	GRMZM2G701707	GRMZM2G476810																	
																														GRMZM2G100351																	GRMZM5G893860	GRMZM2G476914																	
																														GRMZM2G501652																	GRMZM2G372870	GRMZM2G476933																	
																														GRMZM2G149295																	AC212100.3_FG001	GRMZM2G477694																	
																														GRMZM2G127524																	GRMZM2G166005	GRMZM2G478370																	
																														GRMZM5G852175																	AC199779.3_FG006	GRMZM2G478382																	
																														GRMZM2G079316																	GRMZM2G092592	GRMZM2G478417																	
																														GRMZM2G011654																	GRMZM2G423575	GRMZM2G478664																	
																														AC199811.4_FG004																	GRMZM2G146200	GRMZM2G478709																	
																														GRMZM5G822679																	GRMZM2G077452	GRMZM2G478892																	
																														GRMZM2G028736																	GRMZM2G126197	GRMZM2G479423																	
																														GRMZM2G366146																	GRMZM2G028905	GRMZM2G479608																	
																														GRMZM2G104710																	GRMZM2G035430	GRMZM2G480171																	
																														GRMZM2G165867																	GRMZM2G314451	GRMZM2G480516																	
																														GRMZM2G176876																	GRMZM2G474774	GRMZM2G480809																	
																														GRMZM2G414844																	GRMZM5G846522	GRMZM2G481069																	
																														GRMZM2G135175																	AC208436.3_FG007	GRMZM2G481103																	
																														GRMZM5G834507																	GRMZM2G136268	GRMZM2G481163																	
																														GRMZM2G160370																	GRMZM2G120373	GRMZM2G481604																	
																														GRMZM2G004653																	GRMZM2G141626	GRMZM2G481730																	
																														GRMZM2G090312																	GRMZM2G059432	GRMZM2G481843																	
																														GRMZM2G180011																	GRMZM5G817377	GRMZM2G484880																	
																														GRMZM2G164098																	GRMZM2G095084	GRMZM2G485260																	
																														GRMZM2G569356																	GRMZM2G443535	GRMZM2G487328																	
																														GRMZM2G476000																	GRMZM2G110897	GRMZM2G487629																	
																														GRMZM2G432560																	GRMZM2G457323	GRMZM2G492252																	
																														GRMZM2G443345																	GRMZM2G338046	GRMZM2G492915																	
																														GRMZM2G090493																	GRMZM2G470467	GRMZM2G494514																	
																														GRMZM2G134563																	GRMZM5G877275	GRMZM2G495626																	
																														GRMZM2G180247																	GRMZM2G019721	GRMZM2G503156																	
																														AC198179.4_FG001																	GRMZM2G172917	GRMZM2G518084																	
																														GRMZM5G863107																	GRMZM2G090887	GRMZM2G519073																	
																														GRMZM2G041642																	AC190752.2_FG002	GRMZM2G521844																	
																														GRMZM2G081965																	GRMZM2G004592	GRMZM2G524711																	
																														GRMZM2G309782																	GRMZM2G003595	GRMZM2G524937																	
																														GRMZM2G105250																	GRMZM2G125821	GRMZM2G528010																	
																														GRMZM2G397190																	GRMZM2G120951	GRMZM2G529313																	
																														GRMZM2G406155																	GRMZM2G051079	GRMZM2G531230																	
																														GRMZM5G877765																	GRMZM2G045298	GRMZM2G535911																	
																														GRMZM2G054430																	GRMZM2G389948	GRMZM2G537291																	
																														GRMZM2G515744																	GRMZM2G053324	GRMZM2G541193																	
																														GRMZM2G123776																	GRMZM2G380732	GRMZM2G542497																	
																														GRMZM2G124799																	GRMZM2G068176	GRMZM2G542994																	
																														AC191351.3_FG010																	GRMZM2G102243	GRMZM2G545891																	
																														GRMZM2G349185																	GRMZM2G006341	GRMZM2G549512																	
																														GRMZM2G312732																	GRMZM2G333795	GRMZM2G550865																	
																														GRMZM2G075229																	GRMZM2G410891	GRMZM2G551402																	
																														GRMZM2G094352																	GRMZM2G402804	GRMZM2G553532																	
																														GRMZM2G106655																	GRMZM2G058004	GRMZM2G559436																	
																														GRMZM2G114093																	GRMZM2G017326	GRMZM2G563728																	
																														GRMZM5G814168																	AC193439.3_FG008	GRMZM2G569855																	
																														GRMZM2G015021																	GRMZM2G014496	GRMZM2G571844																	
																														GRMZM2G108910																	GRMZM2G017193	GRMZM2G574782																	
																														AC183514.3_FG005																	AC225564.3_FG004	GRMZM2G574858																	
																														GRMZM2G046438																	AC209019.3_FG003	GRMZM2G578141																	
																														GRMZM2G023982																	GRMZM2G398825	GRMZM2G578572																	
																														GRMZM2G150726																	GRMZM2G020926	GRMZM2G578602																	
