"v3_gene_model","v4_gene_model",,,
"AC177924.2_FG001","Zm00001d003964",,,
"AC177924.2_FG003","Zm00001d003966",,,
"AC177925.2_FG003",,,,
"AC177926.2_FG002",,,,
"AC177926.2_FG003","Zm00001d034743",,,
"AC177926.2_FG005",,,,
"AC177926.2_FG017",,,,
"AC177929.2_FG010",,,,
"AC177930.2_FG001",,,,
"AC177930.2_FG002",,,,
"AC177932.3_FG007",,,,
"AC177933.2_FG002",,,,
"AC177933.2_FG003",,,,
"AC177933.2_FG005",,,,
"AC177934.2_FG001",,,,
"AC177935.3_FG006",,,,
"AC177936.6_FG008","Zm00001d034361",,,
"AC177939.3_FG004",,,,
"AC177940.4_FG006",,,,
"AC177941.3_FG001",,,,
"AC177941.3_FG006","Zm00001d028466",,,
"AC177941.3_FG008",,,,
"AC177942.3_FG003",,,,
"AC177944.2_FG001",,,,
"AC177945.3_FG009",,,,
"AC177946.2_FG004",,,,
"AC177946.2_FG005",,,,
"AC177946.2_FG006",,,,
"AC177946.2_FG009",,,,
"AC177947.2_FG003",,,,
"AC182101.3_FG001",,,,
"AC182101.3_FG005",,,,
"AC182101.3_FG006",,,,
"AC182102.5_FG001",,,,
"AC182105.3_FG001",,,,
"AC182105.3_FG005",,,,
"AC182105.3_FG006","Zm00001d050450",,,
"AC182107.3_FG004",,,,
"AC182107.3_FG008",,,,
"AC182110.4_FG002",,,,
"AC182413.4_FG002","Zm00001d013073",,,
"AC182413.4_FG012",,,,
"AC182414.3_FG001",,,,
"AC182414.3_FG003",,,,
"AC182415.4_FG001",,,,
"AC182417.4_FG002",,,,
"AC182417.4_FG004",,,,
"AC182420.4_FG001",,,,
"AC182423.2_FG005",,,,
"AC182438.4_FG002",,,,
"AC182439.4_FG004","Zm00001d040493",,,
"AC182440.4_FG002",,,,
"AC182440.4_FG003",,,,
"AC182481.3_FG003",,,,
"AC182482.3_FG003","Zm00001d040002",,,
"AC182600.5_FG003",,,,
"AC182603.4_FG003",,,,
"AC182606.4_FG001",,,,
"AC182606.4_FG002",,,,
"AC182607.3_FG003",,,,
"AC182608.4_FG001",,,,
"AC182611.4_FG004",,,,
"AC182612.4_FG002",,,,
"AC182615.4_FG001",,,,
"AC182615.4_FG002",,,,
"AC182615.4_FG003",,,,
"AC182617.3_FG001","Zm00001d041575",,,
"AC182618.3_FG001",,,,
"AC182620.2_FG001",,,,
"AC182621.3_FG003",,,,
"AC182622.3_FG001",,,,
"AC182622.3_FG004",,,,
"AC182622.3_FG005",,,,
"AC182623.3_FG004",,,,
"AC182625.4_FG003",,,,
"AC182627.2_FG002",,,,
"AC182627.2_FG003",,,,
"AC182819.4_FG002",,,,
"AC182819.4_FG003",,,,
"AC182823.3_FG007",,,,
"AC182824.4_FG001",,,,
"AC182826.4_FG003",,,,
"AC182827.3_FG004",,,,
"AC182830.3_FG003",,,,
"AC182830.3_FG004",,,,
"AC182831.3_FG004","Zm00001d043343",,,
"AC182833.3_FG005",,,,
"AC182833.3_FG013",,,,
"AC182833.3_FG014",,,,
"AC182835.3_FG004",,,,
"AC182838.3_FG006","Zm00001d043255",,,
"AC183306.2_FG007",,,,
"AC183307.5_FG001",,,,
"AC183314.3_FG001",,,,
"AC183314.3_FG004",,,,
"AC183314.3_FG007",,,,
"AC183315.4_FG006","Zm00001d040107",,,
"AC183318.3_FG001",,,,
"AC183319.3_FG001","Zm00001d040304",,,
"AC183372.4_FG006",,,,
"AC183372.4_FG008",,,,
"AC183412.5_FG003",,,,
"AC183412.5_FG005",,,,
"AC183413.3_FG006","Zm00001d015738",,,
"AC183503.2_FG001",,,,
"AC183503.2_FG002",,,,
"AC183503.2_FG003",,,,
"AC183504.4_FG003",,,,
"AC183508.3_FG004",,,,
"AC183509.1_FG001",,,,
"AC183509.1_FG002",,,,
"AC183510.4_FG001",,,,
"AC183511.4_FG003",,,,
"AC183513.3_FG003",,,,
"AC183514.3_FG005",,,,
"AC183514.3_FG006","Zm00001d042531",,,
"AC183515.3_FG001",,,,
"AC183515.3_FG002",,,,
"AC183515.3_FG003",,,,
"AC183518.2_FG001",,,,
"AC183521.2_FG006",,,,
"AC183590.4_FG001",,,,
"AC183590.4_FG003",,,,
"AC183591.3_FG003",,,,
"AC183654.3_FG001",,,,
"AC183655.3_FG008",,,,
"AC183656.2_FG005",,,,
"AC183657.2_FG001",,,,
"AC183659.4_FG003",,,,
"AC183659.4_FG005",,,,
"AC183659.4_FG006",,,,
"AC183659.4_FG008",,,,
"AC183661.3_FG002",,,,
"AC183661.3_FG004",,,,
"AC183756.3_FG009",,,,
"AC183757.3_FG001",,,,
"AC183758.4_FG005",,,,
"AC183758.4_FG006",,,,
"AC183758.4_FG007",,,,
"AC183780.3_FG004",,,,
"AC183780.3_FG005",,,,
"AC183782.3_FG002",,,,
"AC183783.4_FG003",,,,
"AC183783.4_FG004",,,,
"AC183788.3_FG001",,,,
"AC183788.3_FG002",,,,
"AC183811.3_FG003",,,,
"AC183815.4_FG004",,,,
"AC183817.2_FG001",,,,
"AC183817.2_FG002","Zm00001d015408",,,
"AC183818.2_FG001",,,,
"AC183820.4_FG002",,,,
"AC183821.3_FG001",,,,
"AC183822.3_FG001",,,,
"AC183822.3_FG003",,,,
"AC183823.3_FG006",,,,
"AC183825.3_FG003",,,,
"AC183888.4_FG006","Zm00001d054058",,,
"AC183888.4_FG008","Zm00001d054056",,,
"AC183895.3_FG001",,,,
"AC183895.3_FG003",,,,
"AC183896.3_FG004",,,,
"AC183899.3_FG001",,,,
"AC183900.3_FG002",,,,
"AC183901.2_FG010",,,,
"AC183901.2_FG014",,,,
"AC183906.3_FG001",,,,
"AC183907.3_FG001",,,,
"AC183907.3_FG003",,,,
"AC183907.3_FG004",,,,
"AC183912.3_FG002",,,,
"AC183914.3_FG002",,,,
"AC183914.3_FG004",,,,
"AC183914.3_FG011",,,,
"AC183915.4_FG001","Zm00001d040645",,,
"AC183915.4_FG002",,,,
"AC183917.3_FG004",,,,
"AC183917.3_FG005",,,,
"AC183924.4_FG005",,,,
"AC183926.3_FG003",,,,
"AC183926.3_FG005",,,,
"AC183927.3_FG002",,,,
"AC183927.3_FG003",,,,
"AC183927.3_FG004","Zm00001d040770",,,
"AC183928.4_FG001",,,,
"AC183928.4_FG006",,,,
"AC183929.4_FG001",,,,
"AC183929.4_FG003",,,,
"AC183932.3_FG004",,,,
"AC183932.3_FG007","Zm00001d013168",,,
"AC183933.2_FG002",,,,
"AC183933.2_FG003",,,,
"AC183934.4_FG007",,,,
"AC183938.4_FG004",,,,
"AC183938.4_FG011",,,,
"AC183938.4_FG014",,,,
"AC183939.3_FG003",,,,
"AC183939.3_FG005",,,,
"AC183943.3_FG001",,,,
"AC183944.4_FG002",,,,
"AC183944.4_FG003","Zm00001d046361",,,
"AC183950.2_FG002","Zm00001d012094",,,
"AC183950.2_FG003","Zm00001d012095",,,
"AC183950.2_FG004","Zm00001d012096",,,
"AC183950.2_FG005","Zm00001d012097",,,
"AC183950.2_FG006",,,,
"AC183956.3_FG002",,,,
"AC183968.2_FG001","Zm00001d054112",,,
"AC183969.3_FG001",,,,
"AC183969.3_FG003",,,,
"AC183969.3_FG008",,,,
"AC183973.2_FG004",,,,
"AC183974.4_FG001",,,,
"AC184048.4_FG002",,,,
"AC184048.4_FG011",,,,
"AC184048.4_FG013",,,,
"AC184049.3_FG003",,,,
"AC184049.3_FG005",,,,
"AC184050.2_FG002",,,,
"AC184050.2_FG004",,,,
"AC184050.2_FG005",,,,
"AC184050.2_FG007",,,,
"AC184112.4_FG010","Zm00001d042237",,,
"AC184113.4_FG001",,,,
"AC184113.4_FG004",,,,
"AC184116.3_FG001","Zm00001d019773",,,
"AC184119.3_FG004",,,,
"AC184121.3_FG004",,,,
"AC184127.3_FG003",,,,
"AC184129.2_FG002",,,,
"AC184130.4_FG001",,,,
"AC184130.4_FG005","Zm00001d053755",,,
"AC184130.4_FG012","Zm00001d053751",,,
"AC184131.5_FG003",,,,
"AC184131.5_FG006",,,,
"AC184131.5_FG007",,,,
"AC184131.5_FG010",,,,
"AC184132.3_FG007",,,,
"AC184133.3_FG001","Zm00001d046036",,,
"AC184133.3_FG004",,,,
"AC184136.3_FG006",,,,
"AC184137.3_FG006",,,,
"AC184137.3_FG007",,,,
"AC184138.4_FG003",,,,
"AC184164.2_FG004",,,,
"AC184164.2_FG005",,,,
"AC184164.2_FG006","Zm00001d043885",,,
"AC184165.4_FG001",,,,
"AC184168.3_FG004",,,,
"AC184169.3_FG001","Zm00001d049379",,,
"AC184170.4_FG002",,,,
"AC184171.4_FG002",,,,
"AC184171.4_FG003",,,,
"AC184172.3_FG001","Zm00001d051539",,,
"AC184172.3_FG004",,,,
"AC184691.2_FG001",,,,
"AC184694.3_FG003",,,,
"AC184694.3_FG007",,,,
"AC184694.3_FG010",,,,
"AC184698.4_FG004",,,,
"AC184699.3_FG005",,,,
"AC184700.4_FG003",,,,
"AC184702.3_FG001",,,,
"AC184703.5_FG001",,,,
"AC184705.4_FG001",,,,
"AC184706.2_FG001",,,,
"AC184707.3_FG003",,,,
"AC184707.3_FG004",,,,
"AC184764.3_FG003",,,,
"AC184764.3_FG006","Zm00001d053148",,,
"AC184765.4_FG004",,,,
"AC184765.4_FG005","Zm00001d044025",,,
"AC184766.3_FG002",,,,
"AC184767.4_FG001",,,,
"AC184768.3_FG001",,,,
"AC184770.3_FG001",,,,
"AC184771.4_FG003","Zm00001d050060",,,
"AC184772.3_FG001",,,,
"AC184774.4_FG002",,,,
"AC184775.2_FG002","Zm00001d042083",,,
"AC184776.3_FG003",,,,
"AC184778.3_FG002",,,,
"AC184780.3_FG003",,,,
"AC184780.3_FG004",,,,
"AC184781.4_FG010",,,,
"AC184782.3_FG004",,,,
"AC184783.3_FG005",,,,
"AC184787.2_FG002",,,,
"AC184787.2_FG003",,,,
"AC184788.2_FG001",,,,
"AC184789.4_FG002","Zm00001d015928",,,
"AC184790.3_FG003",,,,
"AC184792.3_FG003",,,,
"AC184794.2_FG003","Zm00001d050456",,,
"AC184831.3_FG003","Zm00001d053938",,,
"AC184831.3_FG005","Zm00001d053940",,,
"AC184831.3_FG008","Zm00001d053940",,,
"AC184832.2_FG001",,,,
"AC184832.2_FG002",,,,
"AC184833.2_FG005",,,,
"AC184834.3_FG005",,,,
"AC184834.3_FG007",,,,
"AC184835.3_FG003",,,,
"AC184835.3_FG009",,,,
"AC184836.3_FG002","Zm00001d050351",,,
"AC184836.3_FG003",,,,
"AC184840.4_FG002",,,,
"AC184840.4_FG004",,,,
"AC184840.4_FG010",,,,
"AC184840.4_FG011",,,,
"AC184842.3_FG002",,,,
"AC184843.4_FG004",,,,
"AC184844.2_FG002",,,,
"AC184845.4_FG001",,,,
"AC184845.4_FG002",,,,
"AC184845.4_FG004",,,,
"AC184846.4_FG001",,,,
"AC184850.4_FG006",,,,
"AC184851.4_FG005",,,,
"AC184854.4_FG001",,,,
"AC184854.4_FG003",,,,
"AC184854.4_FG006",,,,
"AC184854.4_FG007",,,,
"AC184856.3_FG002",,,,
"AC184856.3_FG006",,,,
"AC184856.3_FG007",,,,
"AC184857.2_FG006","Zm00001d013633",,,
"AC184858.3_FG003",,,,
"AC184859.3_FG001",,,,
"AC184859.3_FG002",,,,
"AC184865.4_FG003",,,,
"AC184866.3_FG004",,,,
"AC184866.3_FG005",,,,
"AC184866.3_FG007",,,,
"AC184868.2_FG005",,,,
"AC184868.2_FG006",,,,
"AC184870.2_FG001",,,,
"AC184871.2_FG002",,,,
"AC184871.2_FG009",,,,
"AC184872.3_FG002",,,,
"AC184873.4_FG001",,,,
"AC185108.3_FG006","Zm00001d021997",,,
"AC185108.3_FG007",,,,
"AC185108.3_FG008",,,,
"AC185108.3_FG010","Zm00001d022001",,,
"AC185108.3_FG011","Zm00001d022002",,,
"AC185111.3_FG003",,,,
"AC185111.3_FG004",,,,
"AC185112.2_FG002",,,,
"AC185115.2_FG005",,,,
"AC185118.2_FG001",,,,
"AC185119.3_FG001",,,,
"AC185121.3_FG001",,,,
"AC185122.3_FG001",,,,
"AC185122.3_FG003",,,,
"AC185122.3_FG008",,,,
"AC185122.3_FG009",,,,
"AC185125.2_FG004",,,,
"AC185126.3_FG002",,,,
"AC185126.3_FG006","Zm00001d052501",,,
"AC185127.3_FG010",,,,
"AC185128.2_FG002",,,,
"AC185130.2_FG004","Zm00001d015172",,,
"AC185130.2_FG005","Zm00001d015171",,,
"AC185131.2_FG001",,,,
"AC185211.3_FG002",,,,
"AC185211.3_FG003",,,,
"AC185213.3_FG003",,,,
"AC185216.4_FG002",,,,
"AC185217.3_FG001",,,,
"AC185217.3_FG002",,,,
"AC185217.3_FG003",,,,
"AC185217.3_FG004","Zm00001d052600",,,
"AC185217.3_FG007","Zm00001d052603",,,
"AC185218.4_FG004",,,,
"AC185218.4_FG007",,,,
"AC185222.5_FG001",,,,
"AC185222.5_FG002",,,,
"AC185223.3_FG005",,,,
"AC185223.3_FG007",,,,
"AC185224.4_FG005",,,,
"AC185226.4_FG001","Zm00001d051644",,,
"AC185226.4_FG006",,,,
"AC185226.4_FG007",,,,
"AC185228.4_FG002",,,,
"AC185232.4_FG003",,,,
"AC185233.3_FG012",,,,
"AC185234.4_FG001",,,,
"AC185234.4_FG004",,,,
"AC185234.4_FG005",,,,
"AC185235.4_FG001",,,,
"AC185236.3_FG001",,,,
"AC185250.3_FG004",,,,
"AC185250.3_FG005",,,,
"AC185251.3_FG002",,,,
"AC185251.3_FG005",,,,
"AC185252.4_FG002",,,,
"AC185252.4_FG003",,,,
"AC185254.4_FG002","Zm00001d050259",,,
"AC185254.4_FG004",,,,
"AC185254.4_FG005",,,,
"AC185256.3_FG002",,,,
"AC185256.3_FG003","Zm00001d015763",,,
"AC185257.3_FG002",,,,
"AC185260.3_FG002",,,,
"AC185260.3_FG003",,,,
"AC185261.4_FG002",,,,
"AC185262.2_FG003",,,,
"AC185265.3_FG003","Zm00001d053314",,,
"AC185265.3_FG005",,,,
"AC185266.3_FG002",,,,
"AC185268.4_FG004",,,,
"AC185269.4_FG003",,,,
"AC185272.3_FG003",,,,
"AC185272.3_FG005",,,,
"AC185276.2_FG003",,,,
"AC185276.2_FG004","Zm00001d044583",,,
"AC185276.2_FG006","Zm00001d044581",,,
"AC185277.2_FG001",,,,
"AC185279.3_FG002",,,,
"AC185279.3_FG003",,,,
"AC185281.5_FG006","Zm00001d015488",,,
"AC185286.3_FG007",,,,
"AC185286.3_FG012",,,,
"AC185287.3_FG001",,,,
"AC185296.2_FG006",,,,
"AC185297.3_FG001",,,,
"AC185299.3_FG002",,,,
"AC185300.4_FG002","Zm00001d053522",,,
"AC185301.3_FG001",,,,
"AC185301.3_FG005",,,,
"AC185302.4_FG003",,,,
"AC185304.4_FG008",,,,
"AC185304.4_FG010",,,,
"AC185305.3_FG003","Zm00001d049946",,,
"AC185306.4_FG004",,,,
"AC185309.5_FG001",,,,
"AC185310.4_FG002",,,,
"AC185313.5_FG001",,,,
"AC185313.5_FG006",,,,
"AC185314.4_FG008",,,,
"AC185318.3_FG004",,,,
"AC185321.3_FG003",,,,
"AC185322.3_FG008",,,,
"AC185322.3_FG010",,,,
"AC185322.3_FG011",,,,
"AC185323.3_FG001",,,,
"AC185323.3_FG002",,,,
"AC185323.3_FG003",,,,
"AC185410.3_FG001",,,,
"AC185411.3_FG003",,,,
"AC185413.3_FG001",,,,
"AC185413.3_FG002",,,,
"AC185413.3_FG005",,,,
"AC185414.3_FG002",,,,
"AC185414.3_FG003",,,,
"AC185415.3_FG002",,,,
"AC185415.3_FG005","Zm00001d006307",,,
"AC185417.3_FG001",,,,
"AC185417.3_FG003",,,,
"AC185418.3_FG001",,,,
"AC185418.3_FG006",,,,
"AC185418.3_FG007",,,,
"AC185420.4_FG009",,,,
"AC185420.4_FG013",,,,
"AC185421.3_FG002",,,,
"AC185421.3_FG003",,,,
"AC185421.3_FG005",,,,
"AC185422.3_FG005","Zm00001d051305",,,
"AC185426.3_FG005",,,,
"AC185427.5_FG001",,,,
"AC185427.5_FG004","Zm00001d016064",,,
"AC185429.3_FG005",,,,
"AC185430.3_FG003",,,,
"AC185433.3_FG005",,,,
"AC185434.4_FG004",,,,
"AC185435.3_FG002",,,,
"AC185436.3_FG004",,,,
"AC185436.3_FG005",,,,
"AC185436.3_FG009",,,,
"AC185438.2_FG001",,,,
"AC185442.3_FG002",,,,
"AC185443.3_FG001",,,,
"AC185443.3_FG004","Zm00001d053314",,,
"AC185445.3_FG001",,,,
"AC185447.2_FG002",,,,
"AC185448.2_FG005",,,,
"AC185449.3_FG003",,,,
"AC185449.3_FG004",,,,
"AC185449.3_FG006",,,,
"AC185453.3_FG002",,,,
"AC185455.3_FG001",,,,
"AC185457.3_FG002",,,,
"AC185458.4_FG003",,,,
"AC185460.3_FG004","Zm00001d017189",,,
"AC185464.3_FG001",,,,
"AC185464.3_FG003",,,,
"AC185466.3_FG001","Zm00001d052245",,,
"AC185466.3_FG002",,,,
"AC185467.3_FG001",,,,
"AC185468.3_FG001",,,,
"AC185468.3_FG002",,,,
"AC185468.3_FG003",,,,
"AC185468.3_FG004",,,,
"AC185468.3_FG005",,,,
"AC185469.2_FG003",,,,
"AC185469.2_FG006",,,,
"AC185471.3_FG005","Zm00001d051789",,,
"AC185473.3_FG005","Zm00001d051487",,,
"AC185474.3_FG005",,,,
"AC185474.3_FG009",,,,
"AC185475.3_FG001",,,,
"AC185476.3_FG001",,,,
"AC185476.3_FG007",,,,
"AC185478.4_FG004",,,,
"AC185478.4_FG005","Zm00001d052238",,,
"AC185478.4_FG007",,,,
"AC185479.3_FG006",,,,
"AC185479.3_FG009",,,,
"AC185481.5_FG001",,,,
"AC185482.3_FG001",,,,
"AC185487.4_FG001","Zm00001d017589",,,
"AC185487.4_FG003",,,,
"AC185489.3_FG001",,,,
"AC185489.3_FG002",,,,
"AC185490.4_FG001",,,,
"AC185492.2_FG005",,,,
"AC185494.2_FG002",,,,
"AC185498.3_FG007",,,,
"AC185500.3_FG001",,,,
"AC185500.3_FG002",,,,
"AC185500.3_FG004",,,,
"AC185500.3_FG005",,,,
"AC185501.3_FG001","Zm00001d052120",,,
"AC185501.3_FG006","Zm00001d052131",,,
"AC185501.3_FG009",,,,
"AC185502.3_FG002",,,,
"AC185504.4_FG001",,,,
"AC185504.4_FG002",,,,
"AC185504.4_FG006",,,,
"AC185504.4_FG008",,,,
"AC185504.4_FG009",,,,
"AC185505.3_FG001",,,,
"AC185510.3_FG001",,,,
"AC185511.3_FG008",,,,
"AC185512.3_FG001",,,,
"AC185514.3_FG007",,,,
"AC185519.3_FG002",,,,
"AC185522.2_FG001",,,,
"AC185522.2_FG002",,,,
"AC185530.2_FG003",,,,
"AC185530.2_FG004","Zm00001d050817",,,
"AC185530.2_FG005",,,,
"AC185531.2_FG001",,,,
"AC185586.4_FG003","Zm00001d050366",,,
"AC185587.3_FG003","Zm00001d031896",,,
"AC185588.2_FG001",,,,
"AC185588.2_FG002",,,,
"AC185588.2_FG007",,,,
"AC185588.2_FG008",,,,
"AC185591.4_FG010",,,,
"AC185591.4_FG012",,,,
"AC185591.4_FG015",,,,
"AC185591.4_FG016",,,,
"AC185591.4_FG017",,,,
"AC185593.3_FG002",,,,
"AC185593.3_FG003","Zm00001d029802",,,
"AC185593.3_FG004",,,,
"AC185596.3_FG014",,,,
"AC185599.3_FG004",,,,
"AC185601.3_FG007",,,,
"AC185601.3_FG008",,,,
"AC185602.3_FG004",,,,
"AC185603.4_FG007",,,,
"AC185604.3_FG002",,,,
"AC185604.3_FG007",,,,
"AC185605.3_FG003",,,,
"AC185605.3_FG004",,,,
"AC185606.2_FG003",,,,
"AC185608.3_FG001",,,,
